"unit","nace_r2","na_item","geo","time","values"
"PCH_PRE_PER","D","EMP_DC","BG",2014,NA
"PCH_PRE_PER","D","SAL_DC","BG",2014,NA
"PCH_PRE_PER","D","SELF_DC","BG",2014,NA
"PCH_PRE_PER","E","EMP_DC","BG",2014,NA
"PCH_PRE_PER","E","SAL_DC","BG",2014,NA
"PCH_PRE_PER","E","SELF_DC","BG",2014,NA
"PCH_PRE_PER","E36","EMP_DC","BG",2014,NA
"PCH_PRE_PER","E36","SAL_DC","BG",2014,NA
"PCH_PRE_PER","E37-E39","EMP_DC","BG",2014,NA
"PCH_PRE_PER","E37-E39","SAL_DC","BG",2014,NA
"PCH_PRE_PER","E37-E39","SELF_DC","BG",2014,NA
"PCH_PRE_PER","F","EMP_DC","BG",2014,NA
"PCH_PRE_PER","F","SAL_DC","BG",2014,NA
"PCH_PRE_PER","F","SELF_DC","BG",2014,NA
"PCH_PRE_PER","G","EMP_DC","BG",2014,NA
"PCH_PRE_PER","G","SAL_DC","BG",2014,NA
"PCH_PRE_PER","G","SELF_DC","BG",2014,NA
"PCH_PRE_PER","G-I","EMP_DC","BG",2014,NA
"PCH_PRE_PER","G-I","SAL_DC","BG",2014,NA
"PCH_PRE_PER","G-I","SELF_DC","BG",2014,NA
"PCH_PRE_PER","G45","EMP_DC","BG",2014,NA
"PCH_PRE_PER","G45","SAL_DC","BG",2014,NA
"PCH_PRE_PER","G45","SELF_DC","BG",2014,NA
"PCH_PRE_PER","G46","EMP_DC","BG",2014,NA
"PCH_PRE_PER","G46","SAL_DC","BG",2014,NA
"PCH_PRE_PER","G46","SELF_DC","BG",2014,NA
"PCH_PRE_PER","G47","EMP_DC","BG",2014,NA
"PCH_PRE_PER","G47","SAL_DC","BG",2014,NA
"PCH_PRE_PER","G47","SELF_DC","BG",2014,NA
"PCH_PRE_PER","H","EMP_DC","BG",2014,NA
"PCH_PRE_PER","H","SAL_DC","BG",2014,NA
"PCH_PRE_PER","H","SELF_DC","BG",2014,NA
"PCH_PRE_PER","H49","EMP_DC","BG",2014,NA
"PCH_PRE_PER","H49","SAL_DC","BG",2014,NA
"PCH_PRE_PER","H49","SELF_DC","BG",2014,NA
"PCH_PRE_PER","H50","EMP_DC","BG",2014,NA
"PCH_PRE_PER","H50","SAL_DC","BG",2014,NA
"PCH_PRE_PER","H51","EMP_DC","BG",2014,NA
"PCH_PRE_PER","H51","SAL_DC","BG",2014,NA
"PCH_PRE_PER","H52","EMP_DC","BG",2014,NA
"PCH_PRE_PER","H52","SAL_DC","BG",2014,NA
"PCH_PRE_PER","H52","SELF_DC","BG",2014,NA
"PCH_PRE_PER","H53","EMP_DC","BG",2014,NA
"PCH_PRE_PER","H53","SAL_DC","BG",2014,NA
"PCH_PRE_PER","H53","SELF_DC","BG",2014,NA
"PCH_PRE_PER","I","EMP_DC","BG",2014,NA
"PCH_PRE_PER","I","SAL_DC","BG",2014,NA
"PCH_PRE_PER","I","SELF_DC","BG",2014,NA
"PCH_PRE_PER","J","EMP_DC","BG",2014,NA
"PCH_PRE_PER","J","SAL_DC","BG",2014,NA
"PCH_PRE_PER","J","SELF_DC","BG",2014,NA
"PCH_PRE_PER","J58","EMP_DC","BG",2014,NA
"PCH_PRE_PER","J58","SAL_DC","BG",2014,NA
"PCH_PRE_PER","J58","SELF_DC","BG",2014,NA
"PCH_PRE_PER","J58-J60","EMP_DC","BG",2014,NA
"PCH_PRE_PER","J58-J60","SAL_DC","BG",2014,NA
"PCH_PRE_PER","J58-J60","SELF_DC","BG",2014,NA
"PCH_PRE_PER","J59_J60","EMP_DC","BG",2014,NA
"PCH_PRE_PER","J59_J60","SAL_DC","BG",2014,NA
"PCH_PRE_PER","J59_J60","SELF_DC","BG",2014,NA
"PCH_PRE_PER","J61","EMP_DC","BG",2014,NA
"PCH_PRE_PER","J61","SAL_DC","BG",2014,NA
"PCH_PRE_PER","J61","SELF_DC","BG",2014,NA
"PCH_PRE_PER","J62_J63","EMP_DC","BG",2014,NA
"PCH_PRE_PER","J62_J63","SAL_DC","BG",2014,NA
"PCH_PRE_PER","J62_J63","SELF_DC","BG",2014,NA
"PCH_PRE_PER","K","EMP_DC","BG",2014,NA
"PCH_PRE_PER","K","SAL_DC","BG",2014,NA
"PCH_PRE_PER","K","SELF_DC","BG",2014,NA
"PCH_PRE_PER","K64","EMP_DC","BG",2014,NA
"PCH_PRE_PER","K64","SAL_DC","BG",2014,NA
"PCH_PRE_PER","K64","SELF_DC","BG",2014,NA
"PCH_PRE_PER","K65","EMP_DC","BG",2014,NA
"PCH_PRE_PER","K65","SAL_DC","BG",2014,NA
"PCH_PRE_PER","K65","SELF_DC","BG",2014,NA
"PCH_PRE_PER","K66","EMP_DC","BG",2014,NA
"PCH_PRE_PER","K66","SAL_DC","BG",2014,NA
"PCH_PRE_PER","K66","SELF_DC","BG",2014,NA
"PCH_PRE_PER","L","EMP_DC","BG",2014,NA
"PCH_PRE_PER","L","SAL_DC","BG",2014,NA
"PCH_PRE_PER","L","SELF_DC","BG",2014,NA
"PCH_PRE_PER","M","EMP_DC","BG",2014,NA
"PCH_PRE_PER","M","SAL_DC","BG",2014,NA
"PCH_PRE_PER","M","SELF_DC","BG",2014,NA
"PCH_PRE_PER","M69-M71","EMP_DC","BG",2014,NA
"PCH_PRE_PER","M69-M71","SAL_DC","BG",2014,NA
"PCH_PRE_PER","M69-M71","SELF_DC","BG",2014,NA
"PCH_PRE_PER","M69_M70","EMP_DC","BG",2014,NA
"PCH_PRE_PER","M69_M70","SAL_DC","BG",2014,NA
"PCH_PRE_PER","M69_M70","SELF_DC","BG",2014,NA
"PCH_PRE_PER","M71","EMP_DC","BG",2014,NA
"PCH_PRE_PER","M71","SAL_DC","BG",2014,NA
"PCH_PRE_PER","M71","SELF_DC","BG",2014,NA
"PCH_PRE_PER","M72","EMP_DC","BG",2014,NA
"PCH_PRE_PER","M72","SAL_DC","BG",2014,NA
"PCH_PRE_PER","M72","SELF_DC","BG",2014,NA
"PCH_PRE_PER","M73","EMP_DC","BG",2014,NA
"PCH_PRE_PER","M73","SAL_DC","BG",2014,NA
"PCH_PRE_PER","M73","SELF_DC","BG",2014,NA
"PCH_PRE_PER","M73-M75","EMP_DC","BG",2014,NA
"PCH_PRE_PER","M73-M75","SAL_DC","BG",2014,NA
"PCH_PRE_PER","M73-M75","SELF_DC","BG",2014,NA
"PCH_PRE_PER","M74_M75","EMP_DC","BG",2014,NA
"PCH_PRE_PER","M74_M75","SAL_DC","BG",2014,NA
"PCH_PRE_PER","M74_M75","SELF_DC","BG",2014,NA
