"unit","wstatus","nace_r2","geo","time","values"
"THS","SAL","L","BG42",2010,3.02
"THS","SAL","L","BG421",2010,1.82
"THS","SAL","L","BG422",2010,0.42
"THS","SAL","L","BG423",2010,0.49
"THS","SAL","L","BG424",2010,0.15
"THS","SAL","L","BG425",2010,0.13
"THS","SAL","M_N","BG",2010,192.69
"THS","SAL","M_N","BG3",2010,45.48
"THS","SAL","M_N","BG31",2010,4.81
"THS","SAL","M_N","BG311",2010,0.47
"THS","SAL","M_N","BG312",2010,0.64
"THS","SAL","M_N","BG313",2010,0.86
"THS","SAL","M_N","BG314",2010,2.1
"THS","SAL","M_N","BG315",2010,0.74
"THS","SAL","M_N","BG32",2010,7.12
"THS","SAL","M_N","BG321",2010,2.19
"THS","SAL","M_N","BG322",2010,1.23
"THS","SAL","M_N","BG323",2010,2.63
"THS","SAL","M_N","BG324",2010,0.79
"THS","SAL","M_N","BG325",2010,0.29
"THS","SAL","M_N","BG33",2010,18.96
"THS","SAL","M_N","BG331",2010,12.72
"THS","SAL","M_N","BG332",2010,2.42
"THS","SAL","M_N","BG333",2010,2.13
"THS","SAL","M_N","BG334",2010,1.7
"THS","SAL","M_N","BG34",2010,14.59
"THS","SAL","M_N","BG341",2010,7.83
"THS","SAL","M_N","BG342",2010,1.34
"THS","SAL","M_N","BG343",2010,0.74
"THS","SAL","M_N","BG344",2010,4.67
"THS","SAL","M_N","BG4",2010,147.22
"THS","SAL","M_N","BG41",2010,131.52
"THS","SAL","M_N","BG411",2010,125.74
"THS","SAL","M_N","BG412",2010,1.87
"THS","SAL","M_N","BG413",2010,1.86
"THS","SAL","M_N","BG414",2010,1.3
"THS","SAL","M_N","BG415",2010,0.75
"THS","SAL","M_N","BG42",2010,15.7
"THS","SAL","M_N","BG421",2010,10.65
"THS","SAL","M_N","BG422",2010,1.91
"THS","SAL","M_N","BG423",2010,1.83
"THS","SAL","M_N","BG424",2010,0.74
"THS","SAL","M_N","BG425",2010,0.57
"THS","SAL","O-Q","BG",2010,530.26
"THS","SAL","O-Q","BG3",2010,251.93
"THS","SAL","O-Q","BG31",2010,62.01
"THS","SAL","O-Q","BG311",2010,7.54
"THS","SAL","O-Q","BG312",2010,10.63
"THS","SAL","O-Q","BG313",2010,14.35
"THS","SAL","O-Q","BG314",2010,19.49
"THS","SAL","O-Q","BG315",2010,10
"THS","SAL","O-Q","BG32",2010,56.44
"THS","SAL","O-Q","BG321",2010,18.83
"THS","SAL","O-Q","BG322",2010,7.98
"THS","SAL","O-Q","BG323",2010,14.06
"THS","SAL","O-Q","BG324",2010,7.77
"THS","SAL","O-Q","BG325",2010,7.81
"THS","SAL","O-Q","BG33",2010,64.74
"THS","SAL","O-Q","BG331",2010,31.37
"THS","SAL","O-Q","BG332",2010,11.64
"THS","SAL","O-Q","BG333",2010,13.84
"THS","SAL","O-Q","BG334",2010,7.9
"THS","SAL","O-Q","BG34",2010,68.75
"THS","SAL","O-Q","BG341",2010,24.43
"THS","SAL","O-Q","BG342",2010,12.37
"THS","SAL","O-Q","BG343",2010,8.82
"THS","SAL","O-Q","BG344",2010,23.14
"THS","SAL","O-Q","BG4",2010,278.33
"THS","SAL","O-Q","BG41",2010,185.23
"THS","SAL","O-Q","BG411",2010,134.66
"THS","SAL","O-Q","BG412",2010,14.08
"THS","SAL","O-Q","BG413",2010,19.41
"THS","SAL","O-Q","BG414",2010,7.95
"THS","SAL","O-Q","BG415",2010,9.12
"THS","SAL","O-Q","BG42",2010,93.09
"THS","SAL","O-Q","BG421",2010,45.24
"THS","SAL","O-Q","BG422",2010,14.94
"THS","SAL","O-Q","BG423",2010,15.71
"THS","SAL","O-Q","BG424",2010,8.19
"THS","SAL","O-Q","BG425",2010,9.01
"THS","SAL","O-U","BG",2010,608.86
"THS","SAL","O-U","BG3",2010,282.16
"THS","SAL","O-U","BG31",2010,67.42
"THS","SAL","O-U","BG311",2010,8.27
"THS","SAL","O-U","BG312",2010,11.34
"THS","SAL","O-U","BG313",2010,15.49
"THS","SAL","O-U","BG314",2010,21.23
"THS","SAL","O-U","BG315",2010,11.08
"THS","SAL","O-U","BG32",2010,63.66
"THS","SAL","O-U","BG321",2010,20.83
"THS","SAL","O-U","BG322",2010,9.28
"THS","SAL","O-U","BG323",2010,16.62
"THS","SAL","O-U","BG324",2010,8.47
"THS","SAL","O-U","BG325",2010,8.45
"THS","SAL","O-U","BG33",2010,74.27
"THS","SAL","O-U","BG331",2010,37.26
"THS","SAL","O-U","BG332",2010,13.2
"THS","SAL","O-U","BG333",2010,15.1
"THS","SAL","O-U","BG334",2010,8.72
"THS","SAL","O-U","BG34",2010,76.81
"THS","SAL","O-U","BG341",2010,28.2
"THS","SAL","O-U","BG342",2010,13.48
"THS","SAL","O-U","BG343",2010,9.55
"THS","SAL","O-U","BG344",2010,25.58
"THS","SAL","O-U","BG4",2010,326.7
"THS","SAL","O-U","BG41",2010,223.77
"THS","SAL","O-U","BG411",2010,167.41
"THS","SAL","O-U","BG412",2010,15.52
"THS","SAL","O-U","BG413",2010,22.1
"THS","SAL","O-U","BG414",2010,8.72
"THS","SAL","O-U","BG415",2010,10.02
"THS","SAL","O-U","BG42",2010,102.93
"THS","SAL","O-U","BG421",2010,51.13
"THS","SAL","O-U","BG422",2010,16.23
"THS","SAL","O-U","BG423",2010,16.89
"THS","SAL","O-U","BG424",2010,8.95
"THS","SAL","O-U","BG425",2010,9.73
"THS","SAL","R-U","BG",2010,78.6
"THS","SAL","R-U","BG3",2010,30.22
"THS","SAL","R-U","BG31",2010,5.41
"THS","SAL","R-U","BG311",2010,0.73
"THS","SAL","R-U","BG312",2010,0.71
"THS","SAL","R-U","BG313",2010,1.15
"THS","SAL","R-U","BG314",2010,1.73
"THS","SAL","R-U","BG315",2010,1.08
"THS","SAL","R-U","BG32",2010,7.22
"THS","SAL","R-U","BG321",2010,2
"THS","SAL","R-U","BG322",2010,1.31
"THS","SAL","R-U","BG323",2010,2.57
"THS","SAL","R-U","BG324",2010,0.71
"THS","SAL","R-U","BG325",2010,0.64
"THS","SAL","R-U","BG33",2010,9.54
"THS","SAL","R-U","BG331",2010,5.89
"THS","SAL","R-U","BG332",2010,1.56
"THS","SAL","R-U","BG333",2010,1.26
"THS","SAL","R-U","BG334",2010,0.83
"THS","SAL","R-U","BG34",2010,8.06
"THS","SAL","R-U","BG341",2010,3.77
"THS","SAL","R-U","BG342",2010,1.11
"THS","SAL","R-U","BG343",2010,0.73
"THS","SAL","R-U","BG344",2010,2.44
"THS","SAL","R-U","BG4",2010,48.37
"THS","SAL","R-U","BG41",2010,38.54
"THS","SAL","R-U","BG411",2010,32.75
"THS","SAL","R-U","BG412",2010,1.43
"THS","SAL","R-U","BG413",2010,2.69
"THS","SAL","R-U","BG414",2010,0.77
"THS","SAL","R-U","BG415",2010,0.9
"THS","SAL","R-U","BG42",2010,9.83
"THS","SAL","R-U","BG421",2010,5.89
"THS","SAL","R-U","BG422",2010,1.29
"THS","SAL","R-U","BG423",2010,1.18
"THS","SAL","R-U","BG424",2010,0.76
"THS","SAL","R-U","BG425",2010,0.72
"THS","SAL","TOTAL","BG",2010,2627.53
"THS","SAL","TOTAL","BG3",2010,1126.31
"THS","SAL","TOTAL","BG31",2010,215.66
"THS","SAL","TOTAL","BG311",2010,21.15
"THS","SAL","TOTAL","BG312",2010,33.42
"THS","SAL","TOTAL","BG313",2010,49.1
"THS","SAL","TOTAL","BG314",2010,71.82
"THS","SAL","TOTAL","BG315",2010,40.17
"THS","SAL","TOTAL","BG32",2010,263.97
"THS","SAL","TOTAL","BG321",2010,81.22
"THS","SAL","TOTAL","BG322",2010,46.08
"THS","SAL","TOTAL","BG323",2010,81.76
"THS","SAL","TOTAL","BG324",2010,29.71
"THS","SAL","TOTAL","BG325",2010,25.2
"THS","SAL","TOTAL","BG33",2010,302.68
"THS","SAL","TOTAL","BG331",2010,170.06
"THS","SAL","TOTAL","BG332",2010,51.42
"THS","SAL","TOTAL","BG333",2010,49.36
"THS","SAL","TOTAL","BG334",2010,31.83
"THS","SAL","TOTAL","BG34",2010,344.01
"THS","SAL","TOTAL","BG341",2010,136.07
"THS","SAL","TOTAL","BG342",2010,44.49
"THS","SAL","TOTAL","BG343",2010,36.44
"THS","SAL","TOTAL","BG344",2010,127
"THS","SAL","TOTAL","BG4",2010,1501.21
"THS","SAL","TOTAL","BG41",2010,1055.44
"THS","SAL","TOTAL","BG411",2010,817.12
"THS","SAL","TOTAL","BG412",2010,65.24
"THS","SAL","TOTAL","BG413",2010,99.66
"THS","SAL","TOTAL","BG414",2010,34.53
"THS","SAL","TOTAL","BG415",2010,38.9
"THS","SAL","TOTAL","BG42",2010,445.78
"THS","SAL","TOTAL","BG421",2010,240.02
"THS","SAL","TOTAL","BG422",2010,64.48
"THS","SAL","TOTAL","BG423",2010,71.9
"THS","SAL","TOTAL","BG424",2010,36.14
"THS","SAL","TOTAL","BG425",2010,33.23
"PC","EMP","A","BG",2009,736.74
"PC","EMP","A","BG3",2009,430.39
"PC","EMP","A","BG31",2009,95.86
"PC","EMP","A","BG311",2009,9.57
"PC","EMP","A","BG312",2009,15.65
"PC","EMP","A","BG313",2009,21.58
"PC","EMP","A","BG314",2009,35
"PC","EMP","A","BG315",2009,14.05
"PC","EMP","A","BG32",2009,103.03
"PC","EMP","A","BG321",2009,30.75
"PC","EMP","A","BG322",2009,7.59
"PC","EMP","A","BG323",2009,21.05
"PC","EMP","A","BG324",2009,16.2
"PC","EMP","A","BG325",2009,27.44
"PC","EMP","A","BG33",2009,112.55
"PC","EMP","A","BG331",2009,37.82
"PC","EMP","A","BG332",2009,30.56
"PC","EMP","A","BG333",2009,23.08
"PC","EMP","A","BG334",2009,21.09
"PC","EMP","A","BG34",2009,118.95
"PC","EMP","A","BG341",2009,37.32
"PC","EMP","A","BG342",2009,26.4
"PC","EMP","A","BG343",2009,27.06
"PC","EMP","A","BG344",2009,28.18
"PC","EMP","A","BG4",2009,306.36
"PC","EMP","A","BG41",2009,93.4
"PC","EMP","A","BG411",2009,15.32
"PC","EMP","A","BG412",2009,22.81
"PC","EMP","A","BG413",2009,40.78
"PC","EMP","A","BG414",2009,5.28
"PC","EMP","A","BG415",2009,9.21
"PC","EMP","A","BG42",2009,212.95
"PC","EMP","A","BG421",2009,72.83
"PC","EMP","A","BG422",2009,38.06
"PC","EMP","A","BG423",2009,53.18
"PC","EMP","A","BG424",2009,19.3
"PC","EMP","A","BG425",2009,29.58
"PC","EMP","B-E","BG",2009,767.67
"PC","EMP","B-E","BG3",2009,372.93
"PC","EMP","B-E","BG31",2009,81.43
"PC","EMP","B-E","BG311",2009,6.04
"PC","EMP","B-E","BG312",2009,13.03
"PC","EMP","B-E","BG313",2009,18.52
"PC","EMP","B-E","BG314",2009,24.8
"PC","EMP","B-E","BG315",2009,19.05
"PC","EMP","B-E","BG32",2009,102.36
"PC","EMP","B-E","BG321",2009,27.51
"PC","EMP","B-E","BG322",2009,24.26
"PC","EMP","B-E","BG323",2009,34.45
"PC","EMP","B-E","BG324",2009,9.18
"PC","EMP","B-E","BG325",2009,6.96
"PC","EMP","B-E","BG33",2009,75.18
"PC","EMP","B-E","BG331",2009,34.86
"PC","EMP","B-E","BG332",2009,14.27
"PC","EMP","B-E","BG333",2009,15.57
"PC","EMP","B-E","BG334",2009,10.48
"PC","EMP","B-E","BG34",2009,113.96
"PC","EMP","B-E","BG341",2009,31.71
"PC","EMP","B-E","BG342",2009,14.55
"PC","EMP","B-E","BG343",2009,13.36
"PC","EMP","B-E","BG344",2009,54.35
"PC","EMP","B-E","BG4",2009,394.74
"PC","EMP","B-E","BG41",2009,221.1
"PC","EMP","B-E","BG411",2009,114.02
"PC","EMP","B-E","BG412",2009,27.57
"PC","EMP","B-E","BG413",2009,48.83
"PC","EMP","B-E","BG414",2009,11.77
"PC","EMP","B-E","BG415",2009,18.91
"PC","EMP","B-E","BG42",2009,173.65
"PC","EMP","B-E","BG421",2009,89.65
"PC","EMP","B-E","BG422",2009,23.76
"PC","EMP","B-E","BG423",2009,31.24
"PC","EMP","B-E","BG424",2009,15.32
"PC","EMP","B-E","BG425",2009,13.68
"PC","EMP","C","BG",2009,661.65
"PC","EMP","C","BG3",2009,320.05
"PC","EMP","C","BG31",2009,68.88
"PC","EMP","C","BG311",2009,4.51
"PC","EMP","C","BG312",2009,11.91
"PC","EMP","C","BG313",2009,12.25
"PC","EMP","C","BG314",2009,22.07
"PC","EMP","C","BG315",2009,18.15
"PC","EMP","C","BG32",2009,94.93
"PC","EMP","C","BG321",2009,25.37
"PC","EMP","C","BG322",2009,23.14
"PC","EMP","C","BG323",2009,31.94
"PC","EMP","C","BG324",2009,8.35
"PC","EMP","C","BG325",2009,6.13
"PC","EMP","C","BG33",2009,64.99
"PC","EMP","C","BG331",2009,28.35
"PC","EMP","C","BG332",2009,13.06
"PC","EMP","C","BG333",2009,13.91
"PC","EMP","C","BG334",2009,9.67
"PC","EMP","C","BG34",2009,91.25
"PC","EMP","C","BG341",2009,26.82
"PC","EMP","C","BG342",2009,12.98
"PC","EMP","C","BG343",2009,12.32
"PC","EMP","C","BG344",2009,39.12
"PC","EMP","C","BG4",2009,341.6
"PC","EMP","C","BG41",2009,185.23
"PC","EMP","C","BG411",2009,94.08
"PC","EMP","C","BG412",2009,21.62
"PC","EMP","C","BG413",2009,46.73
"PC","EMP","C","BG414",2009,8.78
"PC","EMP","C","BG415",2009,14.02
"PC","EMP","C","BG42",2009,156.37
"PC","EMP","C","BG421",2009,82.65
"PC","EMP","C","BG422",2009,21.39
"PC","EMP","C","BG423",2009,26.95
"PC","EMP","C","BG424",2009,12.94
"PC","EMP","C","BG425",2009,12.45
"PC","EMP","F","BG",2009,277.29
"PC","EMP","F","BG3",2009,122.69
"PC","EMP","F","BG31",2009,17.4
"PC","EMP","F","BG311",2009,1.41
"PC","EMP","F","BG312",2009,1.9
"PC","EMP","F","BG313",2009,5.61
"PC","EMP","F","BG314",2009,6.57
"PC","EMP","F","BG315",2009,1.91
"PC","EMP","F","BG32",2009,22.11
"PC","EMP","F","BG321",2009,6.44
"PC","EMP","F","BG322",2009,3.6
"PC","EMP","F","BG323",2009,6.86
"PC","EMP","F","BG324",2009,2.84
"PC","EMP","F","BG325",2009,2.38
"PC","EMP","F","BG33",2009,36.66
"PC","EMP","F","BG331",2009,25.09
"PC","EMP","F","BG332",2009,3.97
"PC","EMP","F","BG333",2009,4.53
"PC","EMP","F","BG334",2009,3.07
"PC","EMP","F","BG34",2009,46.51
"PC","EMP","F","BG341",2009,23.21
"PC","EMP","F","BG342",2009,4.36
"PC","EMP","F","BG343",2009,3.59
"PC","EMP","F","BG344",2009,15.36
"PC","EMP","F","BG4",2009,154.6
"PC","EMP","F","BG41",2009,110.95
"PC","EMP","F","BG411",2009,87.67
"PC","EMP","F","BG412",2009,5.29
"PC","EMP","F","BG413",2009,11.18
"PC","EMP","F","BG414",2009,4.33
"PC","EMP","F","BG415",2009,2.48
"PC","EMP","F","BG42",2009,43.65
"PC","EMP","F","BG421",2009,24.19
"PC","EMP","F","BG422",2009,6.6
"PC","EMP","F","BG423",2009,4.82
"PC","EMP","F","BG424",2009,5.39
"PC","EMP","F","BG425",2009,2.65
"PC","EMP","G-I","BG",2009,912.41
"PC","EMP","G-I","BG3",2009,392.69
"PC","EMP","G-I","BG31",2009,63.31
"PC","EMP","G-I","BG311",2009,7.26
"PC","EMP","G-I","BG312",2009,9.65
"PC","EMP","G-I","BG313",2009,12.14
"PC","EMP","G-I","BG314",2009,21.85
"PC","EMP","G-I","BG315",2009,12.42
"PC","EMP","G-I","BG32",2009,84.29
"PC","EMP","G-I","BG321",2009,26.17
"PC","EMP","G-I","BG322",2009,13.25
"PC","EMP","G-I","BG323",2009,27.22
"PC","EMP","G-I","BG324",2009,9.39
"PC","EMP","G-I","BG325",2009,8.26
"PC","EMP","G-I","BG33",2009,119.38
"PC","EMP","G-I","BG331",2009,78.12
"PC","EMP","G-I","BG332",2009,18.97
"PC","EMP","G-I","BG333",2009,13.91
"PC","EMP","G-I","BG334",2009,8.39
"PC","EMP","G-I","BG34",2009,125.71
"PC","EMP","G-I","BG341",2009,64.02
"PC","EMP","G-I","BG342",2009,16.09
"PC","EMP","G-I","BG343",2009,10.56
"PC","EMP","G-I","BG344",2009,35.05
"PC","EMP","G-I","BG4",2009,519.72
"PC","EMP","G-I","BG41",2009,368.14
"PC","EMP","G-I","BG411",2009,293.99
"PC","EMP","G-I","BG412",2009,21.92
"PC","EMP","G-I","BG413",2009,30.57
"PC","EMP","G-I","BG414",2009,9.64
"PC","EMP","G-I","BG415",2009,12.03
"PC","EMP","G-I","BG42",2009,151.58
"PC","EMP","G-I","BG421",2009,82.61
"PC","EMP","G-I","BG422",2009,24.18
"PC","EMP","G-I","BG423",2009,23.62
"PC","EMP","G-I","BG424",2009,12.04
"PC","EMP","G-I","BG425",2009,9.13
"PC","EMP","G-J","BG",2009,980.86
"PC","EMP","G-J","BG3",2009,404.68
"PC","EMP","G-J","BG31",2009,65.17
"PC","EMP","G-J","BG311",2009,7.5
"PC","EMP","G-J","BG312",2009,9.89
"PC","EMP","G-J","BG313",2009,12.59
"PC","EMP","G-J","BG314",2009,22.32
"PC","EMP","G-J","BG315",2009,12.86
"PC","EMP","G-J","BG32",2009,86.74
"PC","EMP","G-J","BG321",2009,27.38
"PC","EMP","G-J","BG322",2009,13.58
"PC","EMP","G-J","BG323",2009,27.91
"PC","EMP","G-J","BG324",2009,9.51
"PC","EMP","G-J","BG325",2009,8.37
"PC","EMP","G-J","BG33",2009,124.16
"PC","EMP","G-J","BG331",2009,82.03
"PC","EMP","G-J","BG332",2009,19.32
"PC","EMP","G-J","BG333",2009,14.18
"PC","EMP","G-J","BG334",2009,8.64
"PC","EMP","G-J","BG34",2009,128.62
"PC","EMP","G-J","BG341",2009,65.48
"PC","EMP","G-J","BG342",2009,16.39
"PC","EMP","G-J","BG343",2009,10.71
"PC","EMP","G-J","BG344",2009,36.04
"PC","EMP","G-J","BG4",2009,576.18
"PC","EMP","G-J","BG41",2009,420.4
"PC","EMP","G-J","BG411",2009,344.79
"PC","EMP","G-J","BG412",2009,22.29
"PC","EMP","G-J","BG413",2009,31.32
"PC","EMP","G-J","BG414",2009,9.88
"PC","EMP","G-J","BG415",2009,12.11
"PC","EMP","G-J","BG42",2009,155.78
"PC","EMP","G-J","BG421",2009,85.04
"PC","EMP","G-J","BG422",2009,24.89
"PC","EMP","G-J","BG423",2009,24.12
"PC","EMP","G-J","BG424",2009,12.45
"PC","EMP","G-J","BG425",2009,9.29
"PC","EMP","J","BG",2009,68.46
"PC","EMP","J","BG3",2009,12
"PC","EMP","J","BG31",2009,1.85
"PC","EMP","J","BG311",2009,0.24
"PC","EMP","J","BG312",2009,0.25
"PC","EMP","J","BG313",2009,0.45
"PC","EMP","J","BG314",2009,0.48
"PC","EMP","J","BG315",2009,0.44
"PC","EMP","J","BG32",2009,2.45
"PC","EMP","J","BG321",2009,1.22
"PC","EMP","J","BG322",2009,0.33
"PC","EMP","J","BG323",2009,0.68
"PC","EMP","J","BG324",2009,0.12
"PC","EMP","J","BG325",2009,0.11
"PC","EMP","J","BG33",2009,4.78
"PC","EMP","J","BG331",2009,3.91
"PC","EMP","J","BG332",2009,0.35
"PC","EMP","J","BG333",2009,0.27
"PC","EMP","J","BG334",2009,0.25
"PC","EMP","J","BG34",2009,2.91
"PC","EMP","J","BG341",2009,1.46
"PC","EMP","J","BG342",2009,0.31
"PC","EMP","J","BG343",2009,0.15
"PC","EMP","J","BG344",2009,0.99
"PC","EMP","J","BG4",2009,56.46
"PC","EMP","J","BG41",2009,52.26
"PC","EMP","J","BG411",2009,50.8
"PC","EMP","J","BG412",2009,0.38
"PC","EMP","J","BG413",2009,0.76
"PC","EMP","J","BG414",2009,0.23
"PC","EMP","J","BG415",2009,0.09
"PC","EMP","J","BG42",2009,4.21
"PC","EMP","J","BG421",2009,2.43
"PC","EMP","J","BG422",2009,0.71
"PC","EMP","J","BG423",2009,0.5
"PC","EMP","J","BG424",2009,0.4
"PC","EMP","J","BG425",2009,0.17
"PC","EMP","K","BG",2009,60.27
"PC","EMP","K","BG3",2009,14.53
"PC","EMP","K","BG31",2009,3.15
"PC","EMP","K","BG311",2009,0.23
"PC","EMP","K","BG312",2009,0.6
"PC","EMP","K","BG313",2009,0.64
"PC","EMP","K","BG314",2009,0.93
"PC","EMP","K","BG315",2009,0.75
"PC","EMP","K","BG32",2009,2.73
"PC","EMP","K","BG321",2009,0.9
"PC","EMP","K","BG322",2009,0.28
"PC","EMP","K","BG323",2009,0.83
"PC","EMP","K","BG324",2009,0.39
"PC","EMP","K","BG325",2009,0.34
"PC","EMP","K","BG33",2009,5.04
"PC","EMP","K","BG331",2009,3.82
"PC","EMP","K","BG332",2009,0.54
"PC","EMP","K","BG333",2009,0.49
"PC","EMP","K","BG334",2009,0.19
"PC","EMP","K","BG34",2009,3.6
"PC","EMP","K","BG341",2009,1.73
"PC","EMP","K","BG342",2009,0.4
"PC","EMP","K","BG343",2009,0.25
"PC","EMP","K","BG344",2009,1.22
"PC","EMP","K","BG4",2009,45.75
"PC","EMP","K","BG41",2009,40.77
"PC","EMP","K","BG411",2009,38.69
"PC","EMP","K","BG412",2009,0.3
"PC","EMP","K","BG413",2009,0.95
"PC","EMP","K","BG414",2009,0.41
"PC","EMP","K","BG415",2009,0.43
"PC","EMP","K","BG42",2009,4.98
"PC","EMP","K","BG421",2009,3.05
"PC","EMP","K","BG422",2009,0.77
"PC","EMP","K","BG423",2009,0.61
"PC","EMP","K","BG424",2009,0.28
"PC","EMP","K","BG425",2009,0.27
"PC","EMP","K-N","BG",2009,315.03
"PC","EMP","K-N","BG3",2009,92.14
"PC","EMP","K-N","BG31",2009,17.28
"PC","EMP","K-N","BG311",2009,2.37
"PC","EMP","K-N","BG312",2009,3.32
"PC","EMP","K-N","BG313",2009,3.82
"PC","EMP","K-N","BG314",2009,5.45
"PC","EMP","K-N","BG315",2009,2.32
"PC","EMP","K-N","BG32",2009,16.58
"PC","EMP","K-N","BG321",2009,5
"PC","EMP","K-N","BG322",2009,1.98
"PC","EMP","K-N","BG323",2009,5.42
"PC","EMP","K-N","BG324",2009,2.48
"PC","EMP","K-N","BG325",2009,1.7
"PC","EMP","K-N","BG33",2009,32.14
"PC","EMP","K-N","BG331",2009,21.69
"PC","EMP","K-N","BG332",2009,3.82
"PC","EMP","K-N","BG333",2009,4.28
"PC","EMP","K-N","BG334",2009,2.35
"PC","EMP","K-N","BG34",2009,26.14
"PC","EMP","K-N","BG341",2009,12.78
"PC","EMP","K-N","BG342",2009,3.21
"PC","EMP","K-N","BG343",2009,1.91
"PC","EMP","K-N","BG344",2009,8.23
"PC","EMP","K-N","BG4",2009,222.89
"PC","EMP","K-N","BG41",2009,191.79
"PC","EMP","K-N","BG411",2009,178.05
"PC","EMP","K-N","BG412",2009,3.83
"PC","EMP","K-N","BG413",2009,5
"PC","EMP","K-N","BG414",2009,2.6
"PC","EMP","K-N","BG415",2009,2.31
"PC","EMP","K-N","BG42",2009,31.11
"PC","EMP","K-N","BG421",2009,18.47
"PC","EMP","K-N","BG422",2009,4.08
"PC","EMP","K-N","BG423",2009,4.99
"PC","EMP","K-N","BG424",2009,2.06
"PC","EMP","K-N","BG425",2009,1.51
"PC","EMP","L","BG",2009,24.69
"PC","EMP","L","BG3",2009,9.1
"PC","EMP","L","BG31",2009,1.32
"PC","EMP","L","BG311",2009,0.15
"PC","EMP","L","BG312",2009,0.16
"PC","EMP","L","BG313",2009,0.35
"PC","EMP","L","BG314",2009,0.54
"PC","EMP","L","BG315",2009,0.11
"PC","EMP","L","BG32",2009,1.48
"PC","EMP","L","BG321",2009,0.51
"PC","EMP","L","BG322",2009,0.16
"PC","EMP","L","BG323",2009,0.59
"PC","EMP","L","BG324",2009,0.12
"PC","EMP","L","BG325",2009,0.11
"PC","EMP","L","BG33",2009,3.29
"PC","EMP","L","BG331",2009,2.53
"PC","EMP","L","BG332",2009,0.3
"PC","EMP","L","BG333",2009,0.29
"PC","EMP","L","BG334",2009,0.18
"PC","EMP","L","BG34",2009,3.01
"PC","EMP","L","BG341",2009,1.7
"PC","EMP","L","BG342",2009,0.3
"PC","EMP","L","BG343",2009,0.29
"PC","EMP","L","BG344",2009,0.72
"PC","EMP","L","BG4",2009,15.59
"PC","EMP","L","BG41",2009,12.35
"PC","EMP","L","BG411",2009,10.96
"PC","EMP","L","BG412",2009,0.28
"PC","EMP","L","BG413",2009,0.68
"PC","EMP","L","BG414",2009,0.22
"PC","EMP","L","BG415",2009,0.2
"PC","EMP","L","BG42",2009,3.24
"PC","EMP","L","BG421",2009,1.92
"PC","EMP","L","BG422",2009,0.42
"PC","EMP","L","BG423",2009,0.56
"PC","EMP","L","BG424",2009,0.16
"PC","EMP","L","BG425",2009,0.19
"PC","EMP","M_N","BG",2009,230.08
"PC","EMP","M_N","BG3",2009,68.52
"PC","EMP","M_N","BG31",2009,12.82
"PC","EMP","M_N","BG311",2009,1.99
"PC","EMP","M_N","BG312",2009,2.56
"PC","EMP","M_N","BG313",2009,2.84
"PC","EMP","M_N","BG314",2009,3.98
"PC","EMP","M_N","BG315",2009,1.45
"PC","EMP","M_N","BG32",2009,12.37
"PC","EMP","M_N","BG321",2009,3.59
"PC","EMP","M_N","BG322",2009,1.55
"PC","EMP","M_N","BG323",2009,4.01
"PC","EMP","M_N","BG324",2009,1.97
"PC","EMP","M_N","BG325",2009,1.25
"PC","EMP","M_N","BG33",2009,23.81
"PC","EMP","M_N","BG331",2009,15.34
"PC","EMP","M_N","BG332",2009,2.98
"PC","EMP","M_N","BG333",2009,3.5
"PC","EMP","M_N","BG334",2009,1.98
"PC","EMP","M_N","BG34",2009,19.53
"PC","EMP","M_N","BG341",2009,9.35
"PC","EMP","M_N","BG342",2009,2.51
"PC","EMP","M_N","BG343",2009,1.38
"PC","EMP","M_N","BG344",2009,6.29
"PC","EMP","M_N","BG4",2009,161.56
"PC","EMP","M_N","BG41",2009,138.67
"PC","EMP","M_N","BG411",2009,128.4
"PC","EMP","M_N","BG412",2009,3.24
"PC","EMP","M_N","BG413",2009,3.38
"PC","EMP","M_N","BG414",2009,1.97
"PC","EMP","M_N","BG415",2009,1.68
"PC","EMP","M_N","BG42",2009,22.89
"PC","EMP","M_N","BG421",2009,13.5
"PC","EMP","M_N","BG422",2009,2.9
"PC","EMP","M_N","BG423",2009,3.82
"PC","EMP","M_N","BG424",2009,1.62
"PC","EMP","M_N","BG425",2009,1.06
"PC","EMP","O-Q","BG",2009,574.71
"PC","EMP","O-Q","BG3",2009,269.68
"PC","EMP","O-Q","BG31",2009,67.08
"PC","EMP","O-Q","BG311",2009,8.76
"PC","EMP","O-Q","BG312",2009,11.22
"PC","EMP","O-Q","BG313",2009,15.43
"PC","EMP","O-Q","BG314",2009,21.06
"PC","EMP","O-Q","BG315",2009,10.62
"PC","EMP","O-Q","BG32",2009,60.97
"PC","EMP","O-Q","BG321",2009,19.94
"PC","EMP","O-Q","BG322",2009,9.02
"PC","EMP","O-Q","BG323",2009,15.54
"PC","EMP","O-Q","BG324",2009,8.58
"PC","EMP","O-Q","BG325",2009,7.89
"PC","EMP","O-Q","BG33",2009,70
"PC","EMP","O-Q","BG331",2009,34.81
"PC","EMP","O-Q","BG332",2009,12.98
"PC","EMP","O-Q","BG333",2009,13.57
"PC","EMP","O-Q","BG334",2009,8.63
"PC","EMP","O-Q","BG34",2009,71.63
"PC","EMP","O-Q","BG341",2009,24.98
"PC","EMP","O-Q","BG342",2009,13.53
"PC","EMP","O-Q","BG343",2009,10.43
"PC","EMP","O-Q","BG344",2009,22.69
