"unit","sex","age","isco08","geo","time","values"
"THS","T","Y15-39","OC4","BG","2012Q4",NA
"THS","T","Y15-39","OC5","BG","2012Q4",9.3
"THS","T","Y15-39","OC6","BG","2012Q4",NA
"THS","T","Y15-39","OC7","BG","2012Q4",8.2
"THS","T","Y15-39","OC8","BG","2012Q4",NA
"THS","T","Y15-39","OC9","BG","2012Q4",24
"THS","T","Y15-39","TOTAL","BG","2012Q4",53.7
"THS","T","Y15-59","NRP","BG","2012Q4",NA
"THS","T","Y15-59","OC0","BG","2012Q4",NA
"THS","T","Y15-59","OC1","BG","2012Q4",NA
"THS","T","Y15-59","OC2","BG","2012Q4",6.1
"THS","T","Y15-59","OC3","BG","2012Q4",NA
"THS","T","Y15-59","OC4","BG","2012Q4",NA
"THS","T","Y15-59","OC5","BG","2012Q4",18.2
"THS","T","Y15-59","OC6","BG","2012Q4",NA
"THS","T","Y15-59","OC7","BG","2012Q4",13.4
"THS","T","Y15-59","OC8","BG","2012Q4",NA
"THS","T","Y15-59","OC9","BG","2012Q4",49.9
"THS","T","Y15-59","TOTAL","BG","2012Q4",104.2
"THS","T","Y15-64","NRP","BG","2012Q4",NA
"THS","T","Y15-64","OC0","BG","2012Q4",NA
"THS","T","Y15-64","OC1","BG","2012Q4",NA
"THS","T","Y15-64","OC2","BG","2012Q4",6.8
"THS","T","Y15-64","OC3","BG","2012Q4",NA
"THS","T","Y15-64","OC4","BG","2012Q4",NA
"THS","T","Y15-64","OC5","BG","2012Q4",19.5
"THS","T","Y15-64","OC6","BG","2012Q4",NA
"THS","T","Y15-64","OC7","BG","2012Q4",13.5
"THS","T","Y15-64","OC8","BG","2012Q4",NA
"THS","T","Y15-64","OC9","BG","2012Q4",53
"THS","T","Y15-64","TOTAL","BG","2012Q4",110.5
"THS","T","Y15-74","NRP","BG","2012Q4",NA
"THS","T","Y15-74","OC0","BG","2012Q4",NA
"THS","T","Y15-74","OC1","BG","2012Q4",NA
"THS","T","Y15-74","OC2","BG","2012Q4",7.6
"THS","T","Y15-74","OC3","BG","2012Q4",5.3
"THS","T","Y15-74","OC4","BG","2012Q4",NA
"THS","T","Y15-74","OC5","BG","2012Q4",19.8
"THS","T","Y15-74","OC6","BG","2012Q4",NA
"THS","T","Y15-74","OC7","BG","2012Q4",13.8
"THS","T","Y15-74","OC8","BG","2012Q4",NA
"THS","T","Y15-74","OC9","BG","2012Q4",53.7
"THS","T","Y15-74","TOTAL","BG","2012Q4",113.4
"THS","T","Y20-64","NRP","BG","2012Q4",NA
"THS","T","Y20-64","OC0","BG","2012Q4",NA
"THS","T","Y20-64","OC1","BG","2012Q4",NA
"THS","T","Y20-64","OC2","BG","2012Q4",6.8
"THS","T","Y20-64","OC3","BG","2012Q4",NA
"THS","T","Y20-64","OC4","BG","2012Q4",NA
"THS","T","Y20-64","OC5","BG","2012Q4",18.9
"THS","T","Y20-64","OC6","BG","2012Q4",NA
"THS","T","Y20-64","OC7","BG","2012Q4",13.5
"THS","T","Y20-64","OC8","BG","2012Q4",NA
"THS","T","Y20-64","OC9","BG","2012Q4",52.3
"THS","T","Y20-64","TOTAL","BG","2012Q4",108.2
"THS","T","Y25-49","NRP","BG","2012Q4",NA
"THS","T","Y25-49","OC0","BG","2012Q4",NA
"THS","T","Y25-49","OC1","BG","2012Q4",NA
"THS","T","Y25-49","OC2","BG","2012Q4",NA
"THS","T","Y25-49","OC3","BG","2012Q4",NA
"THS","T","Y25-49","OC4","BG","2012Q4",NA
"THS","T","Y25-49","OC5","BG","2012Q4",10
"THS","T","Y25-49","OC6","BG","2012Q4",NA
"THS","T","Y25-49","OC7","BG","2012Q4",9.8
"THS","T","Y25-49","OC8","BG","2012Q4",NA
"THS","T","Y25-49","OC9","BG","2012Q4",31.3
"THS","T","Y25-49","TOTAL","BG","2012Q4",63.4
"THS","T","Y25-59","NRP","BG","2012Q4",NA
"THS","T","Y25-59","OC0","BG","2012Q4",NA
"THS","T","Y25-59","OC1","BG","2012Q4",NA
"THS","T","Y25-59","OC2","BG","2012Q4",5.4
"THS","T","Y25-59","OC3","BG","2012Q4",NA
"THS","T","Y25-59","OC4","BG","2012Q4",NA
"THS","T","Y25-59","OC5","BG","2012Q4",15.3
"THS","T","Y25-59","OC6","BG","2012Q4",NA
"THS","T","Y25-59","OC7","BG","2012Q4",11.9
"THS","T","Y25-59","OC8","BG","2012Q4",NA
"THS","T","Y25-59","OC9","BG","2012Q4",44.6
"THS","T","Y25-59","TOTAL","BG","2012Q4",90.6
"THS","T","Y25-64","NRP","BG","2012Q4",NA
"THS","T","Y25-64","OC0","BG","2012Q4",NA
"THS","T","Y25-64","OC1","BG","2012Q4",NA
"THS","T","Y25-64","OC2","BG","2012Q4",6.1
"THS","T","Y25-64","OC3","BG","2012Q4",NA
"THS","T","Y25-64","OC4","BG","2012Q4",NA
"THS","T","Y25-64","OC5","BG","2012Q4",16.7
"THS","T","Y25-64","OC6","BG","2012Q4",NA
"THS","T","Y25-64","OC7","BG","2012Q4",12
"THS","T","Y25-64","OC8","BG","2012Q4",NA
"THS","T","Y25-64","OC9","BG","2012Q4",47.7
"THS","T","Y25-64","TOTAL","BG","2012Q4",96.9
"THS","T","Y25-74","NRP","BG","2012Q4",NA
"THS","T","Y25-74","OC0","BG","2012Q4",NA
"THS","T","Y25-74","OC1","BG","2012Q4",NA
"THS","T","Y25-74","OC2","BG","2012Q4",6.9
"THS","T","Y25-74","OC3","BG","2012Q4",NA
"THS","T","Y25-74","OC4","BG","2012Q4",NA
"THS","T","Y25-74","OC5","BG","2012Q4",17
"THS","T","Y25-74","OC6","BG","2012Q4",NA
"THS","T","Y25-74","OC7","BG","2012Q4",12.3
"THS","T","Y25-74","OC8","BG","2012Q4",NA
"THS","T","Y25-74","OC9","BG","2012Q4",48.4
"THS","T","Y25-74","TOTAL","BG","2012Q4",99.8
"THS","T","Y40-59","NRP","BG","2012Q4",NA
"THS","T","Y40-59","OC0","BG","2012Q4",NA
"THS","T","Y40-59","OC1","BG","2012Q4",NA
"THS","T","Y40-59","OC2","BG","2012Q4",NA
"THS","T","Y40-59","OC3","BG","2012Q4",NA
"THS","T","Y40-59","OC4","BG","2012Q4",NA
"THS","T","Y40-59","OC5","BG","2012Q4",8.9
"THS","T","Y40-59","OC6","BG","2012Q4",NA
"THS","T","Y40-59","OC7","BG","2012Q4",5.2
"THS","T","Y40-59","OC8","BG","2012Q4",NA
"THS","T","Y40-59","OC9","BG","2012Q4",25.9
"THS","T","Y40-59","TOTAL","BG","2012Q4",50.5
"THS","T","Y40-64","NRP","BG","2012Q4",NA
"THS","T","Y40-64","OC0","BG","2012Q4",NA
"THS","T","Y40-64","OC1","BG","2012Q4",NA
"THS","T","Y40-64","OC2","BG","2012Q4",NA
"THS","T","Y40-64","OC3","BG","2012Q4",NA
"THS","T","Y40-64","OC4","BG","2012Q4",NA
"THS","T","Y40-64","OC5","BG","2012Q4",10.2
"THS","T","Y40-64","OC6","BG","2012Q4",NA
"THS","T","Y40-64","OC7","BG","2012Q4",5.3
"THS","T","Y40-64","OC8","BG","2012Q4",NA
"THS","T","Y40-64","OC9","BG","2012Q4",29
"THS","T","Y40-64","TOTAL","BG","2012Q4",56.8
"THS","T","Y50-59","NRP","BG","2012Q4",NA
"THS","T","Y50-59","OC0","BG","2012Q4",NA
"THS","T","Y50-59","OC1","BG","2012Q4",NA
"THS","T","Y50-59","OC2","BG","2012Q4",NA
"THS","T","Y50-59","OC3","BG","2012Q4",NA
"THS","T","Y50-59","OC4","BG","2012Q4",NA
"THS","T","Y50-59","OC5","BG","2012Q4",5.3
"THS","T","Y50-59","OC6","BG","2012Q4",NA
"THS","T","Y50-59","OC7","BG","2012Q4",NA
"THS","T","Y50-59","OC8","BG","2012Q4",NA
"THS","T","Y50-59","OC9","BG","2012Q4",13.3
"THS","T","Y50-59","TOTAL","BG","2012Q4",27.2
"THS","T","Y50-64","NRP","BG","2012Q4",NA
"THS","T","Y50-64","OC0","BG","2012Q4",NA
"THS","T","Y50-64","OC1","BG","2012Q4",NA
"THS","T","Y50-64","OC2","BG","2012Q4",NA
"THS","T","Y50-64","OC3","BG","2012Q4",NA
"THS","T","Y50-64","OC4","BG","2012Q4",NA
"THS","T","Y50-64","OC5","BG","2012Q4",6.6
"THS","T","Y50-64","OC6","BG","2012Q4",NA
"THS","T","Y50-64","OC7","BG","2012Q4",NA
"THS","T","Y50-64","OC8","BG","2012Q4",NA
"THS","T","Y50-64","OC9","BG","2012Q4",16.5
"THS","T","Y50-64","TOTAL","BG","2012Q4",33.4
"THS","T","Y50-74","NRP","BG","2012Q4",NA
"THS","T","Y50-74","OC0","BG","2012Q4",NA
"THS","T","Y50-74","OC1","BG","2012Q4",NA
"THS","T","Y50-74","OC2","BG","2012Q4",NA
"THS","T","Y50-74","OC3","BG","2012Q4",NA
"THS","T","Y50-74","OC4","BG","2012Q4",NA
"THS","T","Y50-74","OC5","BG","2012Q4",6.9
"THS","T","Y50-74","OC6","BG","2012Q4",NA
"THS","T","Y50-74","OC7","BG","2012Q4",NA
"THS","T","Y50-74","OC8","BG","2012Q4",NA
"THS","T","Y50-74","OC9","BG","2012Q4",17.2
"THS","T","Y50-74","TOTAL","BG","2012Q4",36.4
"THS","T","Y55-64","NRP","BG","2012Q4",NA
"THS","T","Y55-64","OC0","BG","2012Q4",NA
"THS","T","Y55-64","OC1","BG","2012Q4",NA
"THS","T","Y55-64","OC2","BG","2012Q4",NA
"THS","T","Y55-64","OC3","BG","2012Q4",NA
"THS","T","Y55-64","OC4","BG","2012Q4",NA
"THS","T","Y55-64","OC5","BG","2012Q4",NA
"THS","T","Y55-64","OC6","BG","2012Q4",NA
"THS","T","Y55-64","OC7","BG","2012Q4",NA
"THS","T","Y55-64","OC8","BG","2012Q4",NA
"THS","T","Y55-64","OC9","BG","2012Q4",10.6
"THS","T","Y55-64","TOTAL","BG","2012Q4",20.3
"THS","T","Y55-74","NRP","BG","2012Q4",NA
"THS","T","Y55-74","OC0","BG","2012Q4",NA
"THS","T","Y55-74","OC1","BG","2012Q4",NA
"THS","T","Y55-74","OC2","BG","2012Q4",NA
"THS","T","Y55-74","OC3","BG","2012Q4",NA
"THS","T","Y55-74","OC4","BG","2012Q4",NA
"THS","T","Y55-74","OC5","BG","2012Q4",NA
"THS","T","Y55-74","OC6","BG","2012Q4",NA
"THS","T","Y55-74","OC7","BG","2012Q4",NA
"THS","T","Y55-74","OC8","BG","2012Q4",NA
"THS","T","Y55-74","OC9","BG","2012Q4",11.3
"THS","T","Y55-74","TOTAL","BG","2012Q4",23.2
"THS","T","Y_GE15","NRP","BG","2012Q4",NA
"THS","T","Y_GE15","OC0","BG","2012Q4",NA
"THS","T","Y_GE15","OC1","BG","2012Q4",NA
"THS","T","Y_GE15","OC2","BG","2012Q4",7.6
"THS","T","Y_GE15","OC3","BG","2012Q4",5.3
"THS","T","Y_GE15","OC4","BG","2012Q4",NA
"THS","T","Y_GE15","OC5","BG","2012Q4",19.9
"THS","T","Y_GE15","OC6","BG","2012Q4",NA
"THS","T","Y_GE15","OC7","BG","2012Q4",13.8
"THS","T","Y_GE15","OC8","BG","2012Q4",NA
"THS","T","Y_GE15","OC9","BG","2012Q4",53.9
"THS","T","Y_GE15","TOTAL","BG","2012Q4",113.7
"THS","T","Y_GE25","NRP","BG","2012Q4",NA
"THS","T","Y_GE25","OC0","BG","2012Q4",NA
"THS","T","Y_GE25","OC1","BG","2012Q4",NA
"THS","T","Y_GE25","OC2","BG","2012Q4",6.9
"THS","T","Y_GE25","OC3","BG","2012Q4",NA
"THS","T","Y_GE25","OC4","BG","2012Q4",NA
"THS","T","Y_GE25","OC5","BG","2012Q4",17.1
"THS","T","Y_GE25","OC6","BG","2012Q4",NA
"THS","T","Y_GE25","OC7","BG","2012Q4",12.3
"THS","T","Y_GE25","OC8","BG","2012Q4",NA
"THS","T","Y_GE25","OC9","BG","2012Q4",48.6
"THS","T","Y_GE25","TOTAL","BG","2012Q4",100.1
"THS","T","Y_GE50","NRP","BG","2012Q4",NA
"THS","T","Y_GE50","OC0","BG","2012Q4",NA
"THS","T","Y_GE50","OC1","BG","2012Q4",NA
"THS","T","Y_GE50","OC2","BG","2012Q4",NA
"THS","T","Y_GE50","OC3","BG","2012Q4",NA
"THS","T","Y_GE50","OC4","BG","2012Q4",NA
"THS","T","Y_GE50","OC5","BG","2012Q4",7.1
"THS","T","Y_GE50","OC6","BG","2012Q4",NA
"THS","T","Y_GE50","OC7","BG","2012Q4",NA
"THS","T","Y_GE50","OC8","BG","2012Q4",NA
"THS","T","Y_GE50","OC9","BG","2012Q4",17.3
"THS","T","Y_GE50","TOTAL","BG","2012Q4",36.7
"THS","T","Y_GE65","NRP","BG","2012Q4",NA
"THS","T","Y_GE65","OC1","BG","2012Q4",NA
"THS","T","Y_GE65","OC2","BG","2012Q4",NA
"THS","T","Y_GE65","OC3","BG","2012Q4",NA
"THS","T","Y_GE65","OC4","BG","2012Q4",NA
"THS","T","Y_GE65","OC5","BG","2012Q4",NA
"THS","T","Y_GE65","OC6","BG","2012Q4",NA
"THS","T","Y_GE65","OC7","BG","2012Q4",NA
"THS","T","Y_GE65","OC8","BG","2012Q4",NA
"THS","T","Y_GE65","OC9","BG","2012Q4",NA
"THS","T","Y_GE65","TOTAL","BG","2012Q4",NA
"THS","T","Y_GE75","NRP","BG","2012Q4",NA
"THS","T","Y_GE75","OC1","BG","2012Q4",NA
"THS","T","Y_GE75","OC2","BG","2012Q4",NA
"THS","T","Y_GE75","OC3","BG","2012Q4",NA
"THS","T","Y_GE75","OC4","BG","2012Q4",NA
"THS","T","Y_GE75","OC5","BG","2012Q4",NA
"THS","T","Y_GE75","OC6","BG","2012Q4",NA
"THS","T","Y_GE75","OC8","BG","2012Q4",NA
"THS","T","Y_GE75","OC9","BG","2012Q4",NA
"THS","T","Y_GE75","TOTAL","BG","2012Q4",NA
"THS","F","Y15-19","NRP","BG","2012Q3",NA
"THS","F","Y15-19","OC2","BG","2012Q3",NA
"THS","F","Y15-19","OC3","BG","2012Q3",NA
"THS","F","Y15-19","OC4","BG","2012Q3",NA
"THS","F","Y15-19","OC5","BG","2012Q3",NA
"THS","F","Y15-19","OC6","BG","2012Q3",NA
"THS","F","Y15-19","OC7","BG","2012Q3",NA
"THS","F","Y15-19","OC8","BG","2012Q3",NA
"THS","F","Y15-19","OC9","BG","2012Q3",NA
"THS","F","Y15-19","TOTAL","BG","2012Q3",NA
"THS","F","Y15-24","NRP","BG","2012Q3",NA
"THS","F","Y15-24","OC0","BG","2012Q3",NA
"THS","F","Y15-24","OC1","BG","2012Q3",NA
"THS","F","Y15-24","OC2","BG","2012Q3",NA
"THS","F","Y15-24","OC3","BG","2012Q3",NA
"THS","F","Y15-24","OC4","BG","2012Q3",NA
"THS","F","Y15-24","OC5","BG","2012Q3",NA
"THS","F","Y15-24","OC6","BG","2012Q3",NA
"THS","F","Y15-24","OC7","BG","2012Q3",NA
"THS","F","Y15-24","OC8","BG","2012Q3",NA
"THS","F","Y15-24","OC9","BG","2012Q3",NA
"THS","F","Y15-24","TOTAL","BG","2012Q3",10.5
"THS","F","Y15-29","NRP","BG","2012Q3",NA
"THS","F","Y15-29","OC0","BG","2012Q3",NA
"THS","F","Y15-29","OC1","BG","2012Q3",NA
"THS","F","Y15-29","OC2","BG","2012Q3",NA
"THS","F","Y15-29","OC3","BG","2012Q3",NA
"THS","F","Y15-29","OC4","BG","2012Q3",NA
"THS","F","Y15-29","OC5","BG","2012Q3",8.4
"THS","F","Y15-29","OC6","BG","2012Q3",NA
"THS","F","Y15-29","OC7","BG","2012Q3",NA
"THS","F","Y15-29","OC8","BG","2012Q3",NA
"THS","F","Y15-29","OC9","BG","2012Q3",NA
"THS","F","Y15-29","TOTAL","BG","2012Q3",19.4
"THS","F","Y15-39","NRP","BG","2012Q3",NA
"THS","F","Y15-39","OC0","BG","2012Q3",NA
"THS","F","Y15-39","OC1","BG","2012Q3",NA
"THS","F","Y15-39","OC2","BG","2012Q3",NA
"THS","F","Y15-39","OC3","BG","2012Q3",NA
"THS","F","Y15-39","OC4","BG","2012Q3",NA
"THS","F","Y15-39","OC5","BG","2012Q3",14
"THS","F","Y15-39","OC6","BG","2012Q3",NA
"THS","F","Y15-39","OC7","BG","2012Q3",NA
"THS","F","Y15-39","OC8","BG","2012Q3",NA
"THS","F","Y15-39","OC9","BG","2012Q3",10
"THS","F","Y15-39","TOTAL","BG","2012Q3",34.9
"THS","F","Y15-59","NRP","BG","2012Q3",NA
"THS","F","Y15-59","OC0","BG","2012Q3",NA
"THS","F","Y15-59","OC1","BG","2012Q3",NA
"THS","F","Y15-59","OC2","BG","2012Q3",NA
"THS","F","Y15-59","OC3","BG","2012Q3",NA
"THS","F","Y15-59","OC4","BG","2012Q3",NA
"THS","F","Y15-59","OC5","BG","2012Q3",22.9
"THS","F","Y15-59","OC6","BG","2012Q3",NA
"THS","F","Y15-59","OC7","BG","2012Q3",NA
"THS","F","Y15-59","OC8","BG","2012Q3",NA
"THS","F","Y15-59","OC9","BG","2012Q3",20.8
"THS","F","Y15-59","TOTAL","BG","2012Q3",60.2
"THS","F","Y15-64","NRP","BG","2012Q3",NA
"THS","F","Y15-64","OC0","BG","2012Q3",NA
"THS","F","Y15-64","OC1","BG","2012Q3",NA
"THS","F","Y15-64","OC2","BG","2012Q3",NA
"THS","F","Y15-64","OC3","BG","2012Q3",NA
"THS","F","Y15-64","OC4","BG","2012Q3",NA
"THS","F","Y15-64","OC5","BG","2012Q3",25.1
"THS","F","Y15-64","OC6","BG","2012Q3",NA
"THS","F","Y15-64","OC7","BG","2012Q3",NA
"THS","F","Y15-64","OC8","BG","2012Q3",NA
"THS","F","Y15-64","OC9","BG","2012Q3",22.1
"THS","F","Y15-64","TOTAL","BG","2012Q3",64.9
"THS","F","Y15-74","NRP","BG","2012Q3",NA
"THS","F","Y15-74","OC0","BG","2012Q3",NA
"THS","F","Y15-74","OC1","BG","2012Q3",NA
"THS","F","Y15-74","OC2","BG","2012Q3",NA
"THS","F","Y15-74","OC3","BG","2012Q3",NA
"THS","F","Y15-74","OC4","BG","2012Q3",NA
"THS","F","Y15-74","OC5","BG","2012Q3",25.3
"THS","F","Y15-74","OC6","BG","2012Q3",NA
"THS","F","Y15-74","OC7","BG","2012Q3",NA
"THS","F","Y15-74","OC8","BG","2012Q3",NA
"THS","F","Y15-74","OC9","BG","2012Q3",22.4
"THS","F","Y15-74","TOTAL","BG","2012Q3",65.6
"THS","F","Y20-64","NRP","BG","2012Q3",NA
"THS","F","Y20-64","OC0","BG","2012Q3",NA
"THS","F","Y20-64","OC1","BG","2012Q3",NA
"THS","F","Y20-64","OC2","BG","2012Q3",NA
"THS","F","Y20-64","OC3","BG","2012Q3",NA
"THS","F","Y20-64","OC4","BG","2012Q3",NA
"THS","F","Y20-64","OC5","BG","2012Q3",22.4
"THS","F","Y20-64","OC6","BG","2012Q3",NA
"THS","F","Y20-64","OC7","BG","2012Q3",NA
"THS","F","Y20-64","OC8","BG","2012Q3",NA
"THS","F","Y20-64","OC9","BG","2012Q3",22.1
"THS","F","Y20-64","TOTAL","BG","2012Q3",61.3
"THS","F","Y25-49","NRP","BG","2012Q3",NA
"THS","F","Y25-49","OC0","BG","2012Q3",NA
"THS","F","Y25-49","OC1","BG","2012Q3",NA
"THS","F","Y25-49","OC2","BG","2012Q3",NA
"THS","F","Y25-49","OC3","BG","2012Q3",NA
"THS","F","Y25-49","OC4","BG","2012Q3",NA
"THS","F","Y25-49","OC5","BG","2012Q3",11.3
"THS","F","Y25-49","OC6","BG","2012Q3",NA
"THS","F","Y25-49","OC7","BG","2012Q3",NA
"THS","F","Y25-49","OC8","BG","2012Q3",NA
"THS","F","Y25-49","OC9","BG","2012Q3",11.9
"THS","F","Y25-49","TOTAL","BG","2012Q3",34.1
"THS","F","Y25-59","NRP","BG","2012Q3",NA
"THS","F","Y25-59","OC0","BG","2012Q3",NA
"THS","F","Y25-59","OC1","BG","2012Q3",NA
"THS","F","Y25-59","OC2","BG","2012Q3",NA
"THS","F","Y25-59","OC3","BG","2012Q3",NA
"THS","F","Y25-59","OC4","BG","2012Q3",NA
"THS","F","Y25-59","OC5","BG","2012Q3",17.5
"THS","F","Y25-59","OC6","BG","2012Q3",NA
"THS","F","Y25-59","OC7","BG","2012Q3",NA
"THS","F","Y25-59","OC8","BG","2012Q3",NA
"THS","F","Y25-59","OC9","BG","2012Q3",17.8
"THS","F","Y25-59","TOTAL","BG","2012Q3",49.7
"THS","F","Y25-64","NRP","BG","2012Q3",NA
"THS","F","Y25-64","OC0","BG","2012Q3",NA
"THS","F","Y25-64","OC1","BG","2012Q3",NA
"THS","F","Y25-64","OC2","BG","2012Q3",NA
"THS","F","Y25-64","OC3","BG","2012Q3",NA
"THS","F","Y25-64","OC4","BG","2012Q3",NA
"THS","F","Y25-64","OC5","BG","2012Q3",19.7
"THS","F","Y25-64","OC6","BG","2012Q3",NA
"THS","F","Y25-64","OC7","BG","2012Q3",NA
"THS","F","Y25-64","OC8","BG","2012Q3",NA
"THS","F","Y25-64","OC9","BG","2012Q3",19
"THS","F","Y25-64","TOTAL","BG","2012Q3",54.4
"THS","F","Y25-74","NRP","BG","2012Q3",NA
"THS","F","Y25-74","OC0","BG","2012Q3",NA
"THS","F","Y25-74","OC1","BG","2012Q3",NA
"THS","F","Y25-74","OC2","BG","2012Q3",NA
"THS","F","Y25-74","OC3","BG","2012Q3",NA
"THS","F","Y25-74","OC4","BG","2012Q3",NA
"THS","F","Y25-74","OC5","BG","2012Q3",19.8
"THS","F","Y25-74","OC6","BG","2012Q3",NA
"THS","F","Y25-74","OC7","BG","2012Q3",NA
"THS","F","Y25-74","OC8","BG","2012Q3",NA
"THS","F","Y25-74","OC9","BG","2012Q3",19.3
"THS","F","Y25-74","TOTAL","BG","2012Q3",55.1
"THS","F","Y40-59","NRP","BG","2012Q3",NA
"THS","F","Y40-59","OC0","BG","2012Q3",NA
"THS","F","Y40-59","OC1","BG","2012Q3",NA
"THS","F","Y40-59","OC2","BG","2012Q3",NA
"THS","F","Y40-59","OC3","BG","2012Q3",NA
"THS","F","Y40-59","OC4","BG","2012Q3",NA
"THS","F","Y40-59","OC5","BG","2012Q3",8.9
"THS","F","Y40-59","OC6","BG","2012Q3",NA
"THS","F","Y40-59","OC7","BG","2012Q3",NA
"THS","F","Y40-59","OC8","BG","2012Q3",NA
"THS","F","Y40-59","OC9","BG","2012Q3",10.8
"THS","F","Y40-59","TOTAL","BG","2012Q3",25.3
"THS","F","Y40-64","NRP","BG","2012Q3",NA
"THS","F","Y40-64","OC0","BG","2012Q3",NA
"THS","F","Y40-64","OC1","BG","2012Q3",NA
"THS","F","Y40-64","OC2","BG","2012Q3",NA
"THS","F","Y40-64","OC3","BG","2012Q3",NA
"THS","F","Y40-64","OC4","BG","2012Q3",NA
"THS","F","Y40-64","OC5","BG","2012Q3",11.1
"THS","F","Y40-64","OC6","BG","2012Q3",NA
"THS","F","Y40-64","OC7","BG","2012Q3",NA
"THS","F","Y40-64","OC8","BG","2012Q3",NA
"THS","F","Y40-64","OC9","BG","2012Q3",12.1
"THS","F","Y40-64","TOTAL","BG","2012Q3",30
"THS","F","Y50-59","NRP","BG","2012Q3",NA
"THS","F","Y50-59","OC1","BG","2012Q3",NA
"THS","F","Y50-59","OC2","BG","2012Q3",NA
"THS","F","Y50-59","OC3","BG","2012Q3",NA
"THS","F","Y50-59","OC4","BG","2012Q3",NA
"THS","F","Y50-59","OC5","BG","2012Q3",6.2
"THS","F","Y50-59","OC6","BG","2012Q3",NA
"THS","F","Y50-59","OC7","BG","2012Q3",NA
"THS","F","Y50-59","OC8","BG","2012Q3",NA
"THS","F","Y50-59","OC9","BG","2012Q3",5.9
"THS","F","Y50-59","TOTAL","BG","2012Q3",15.6
"THS","F","Y50-64","NRP","BG","2012Q3",NA
"THS","F","Y50-64","OC1","BG","2012Q3",NA
"THS","F","Y50-64","OC2","BG","2012Q3",NA
"THS","F","Y50-64","OC3","BG","2012Q3",NA
"THS","F","Y50-64","OC4","BG","2012Q3",NA
"THS","F","Y50-64","OC5","BG","2012Q3",8.3
"THS","F","Y50-64","OC6","BG","2012Q3",NA
"THS","F","Y50-64","OC7","BG","2012Q3",NA
"THS","F","Y50-64","OC8","BG","2012Q3",NA
"THS","F","Y50-64","OC9","BG","2012Q3",7.2
"THS","F","Y50-64","TOTAL","BG","2012Q3",20.2
"THS","F","Y50-74","NRP","BG","2012Q3",NA
"THS","F","Y50-74","OC1","BG","2012Q3",NA
"THS","F","Y50-74","OC2","BG","2012Q3",NA
"THS","F","Y50-74","OC3","BG","2012Q3",NA
"THS","F","Y50-74","OC4","BG","2012Q3",NA
"THS","F","Y50-74","OC5","BG","2012Q3",8.5
"THS","F","Y50-74","OC6","BG","2012Q3",NA
"THS","F","Y50-74","OC7","BG","2012Q3",NA
"THS","F","Y50-74","OC8","BG","2012Q3",NA
"THS","F","Y50-74","OC9","BG","2012Q3",7.5
"THS","F","Y50-74","TOTAL","BG","2012Q3",21
"THS","F","Y55-64","NRP","BG","2012Q3",NA
"THS","F","Y55-64","OC1","BG","2012Q3",NA
"THS","F","Y55-64","OC2","BG","2012Q3",NA
"THS","F","Y55-64","OC3","BG","2012Q3",NA
"THS","F","Y55-64","OC4","BG","2012Q3",NA
"THS","F","Y55-64","OC5","BG","2012Q3",NA
"THS","F","Y55-64","OC6","BG","2012Q3",NA
"THS","F","Y55-64","OC7","BG","2012Q3",NA
"THS","F","Y55-64","OC8","BG","2012Q3",NA
"THS","F","Y55-64","OC9","BG","2012Q3",NA
"THS","F","Y55-64","TOTAL","BG","2012Q3",12.6
"THS","F","Y55-74","NRP","BG","2012Q3",NA
"THS","F","Y55-74","OC1","BG","2012Q3",NA
"THS","F","Y55-74","OC2","BG","2012Q3",NA
"THS","F","Y55-74","OC3","BG","2012Q3",NA
"THS","F","Y55-74","OC4","BG","2012Q3",NA
"THS","F","Y55-74","OC5","BG","2012Q3",NA
"THS","F","Y55-74","OC6","BG","2012Q3",NA
"THS","F","Y55-74","OC7","BG","2012Q3",NA
"THS","F","Y55-74","OC8","BG","2012Q3",NA
"THS","F","Y55-74","OC9","BG","2012Q3",NA
"THS","F","Y55-74","TOTAL","BG","2012Q3",13.3
"THS","F","Y_GE15","NRP","BG","2012Q3",NA
"THS","F","Y_GE15","OC0","BG","2012Q3",NA
"THS","F","Y_GE15","OC1","BG","2012Q3",NA
"THS","F","Y_GE15","OC2","BG","2012Q3",NA
"THS","F","Y_GE15","OC3","BG","2012Q3",NA
"THS","F","Y_GE15","OC4","BG","2012Q3",NA
"THS","F","Y_GE15","OC5","BG","2012Q3",25.3
"THS","F","Y_GE15","OC6","BG","2012Q3",NA
"THS","F","Y_GE15","OC7","BG","2012Q3",NA
"THS","F","Y_GE15","OC8","BG","2012Q3",NA
"THS","F","Y_GE15","OC9","BG","2012Q3",22.4
"THS","F","Y_GE15","TOTAL","BG","2012Q3",65.6
"THS","F","Y_GE25","NRP","BG","2012Q3",NA
"THS","F","Y_GE25","OC0","BG","2012Q3",NA
"THS","F","Y_GE25","OC1","BG","2012Q3",NA
"THS","F","Y_GE25","OC2","BG","2012Q3",NA
"THS","F","Y_GE25","OC3","BG","2012Q3",NA
"THS","F","Y_GE25","OC4","BG","2012Q3",NA
"THS","F","Y_GE25","OC5","BG","2012Q3",19.8
"THS","F","Y_GE25","OC6","BG","2012Q3",NA
"THS","F","Y_GE25","OC7","BG","2012Q3",NA
"THS","F","Y_GE25","OC8","BG","2012Q3",NA
"THS","F","Y_GE25","OC9","BG","2012Q3",19.3
"THS","F","Y_GE25","TOTAL","BG","2012Q3",55.1
