sektori,naeti,year,month
zdraweopazwane,129031,2005,5
drugi,110247,2005,5
obshto,2275258,2005,6
selsko,74152,2005,6
dobiwna,28650,2005,6
prerabodwashta,615451,2005,6
energiq i woda,57425,2005,6
stroitelstwo,144087,2005,6
tyrgowiq,333701,2005,6
hoteli,107462,2005,6
transport,167530,2005,6
finansi,33951,2005,6
imoti,142707,2005,6
dyrvawnouprawlenie,134962,2005,6
obrazowanie,194732,2005,6
zdraweopazwane,129574,2005,6
drugi,110874,2005,6
obshto,2350430,2005,7
selsko,78490,2005,7
dobiwna,29132,2005,7
prerabodwashta,641117,2005,7
energiq i woda,57177,2005,7
stroitelstwo,159493,2005,7
tyrgowiq,349842,2005,7
hoteli,110566,2005,7
transport,171951,2005,7
finansi,34085,2005,7
imoti,145842,2005,7
dyrvawnouprawlenie,136538,2005,7
obrazowanie,191569,2005,7
zdraweopazwane,130702,2005,7
drugi,113926,2005,7
obshto,2341150,2005,8
selsko,77368,2005,8
dobiwna,29121,2005,8
prerabodwashta,639015,2005,8
energiq i woda,57140,2005,8
stroitelstwo,158773,2005,8
tyrgowiq,348842,2005,8
hoteli,108256,2005,8
transport,171207,2005,8
finansi,34219,2005,8
imoti,146526,2005,8
dyrvawnouprawlenie,136755,2005,8
obrazowanie,190122,2005,8
zdraweopazwane,130611,2005,8
drugi,113195,2005,8
obshto,2330249,2005,9
selsko,77106,2005,9
dobiwna,29001,2005,9
prerabodwashta,635578,2005,9
energiq i woda,57017,2005,9
stroitelstwo,156663,2005,9
tyrgowiq,346931,2005,9
hoteli,101942,2005,9
transport,170085,2005,9
finansi,34219,2005,9
imoti,147026,2005,9
dyrvawnouprawlenie,136969,2005,9
obrazowanie,193616,2005,9
zdraweopazwane,130541,2005,9
drugi,113555,2005,9
obshto,2312621,2005,10
selsko,75321,2005,10
dobiwna,28796,2005,10
prerabodwashta,628263,2005,10
energiq i woda,56827,2005,10
stroitelstwo,156809,2005,10
tyrgowiq,347494,2005,10
hoteli,93478,2005,10
transport,166937,2005,10
finansi,34126,2005,10
imoti,146922,2005,10
dyrvawnouprawlenie,136335,2005,10
obrazowanie,195468,2005,10
zdraweopazwane,131636,2005,10
drugi,114209,2005,10
obshto,2303541,2005,11
selsko,71052,2005,11
dobiwna,28609,2005,11
prerabodwashta,626187,2005,11
energiq i woda,56694,2005,11
stroitelstwo,156298,2005,11
tyrgowiq,348872,2005,11
hoteli,86685,2005,11
transport,164996,2005,11
finansi,34312,2005,11
imoti,146087,2005,11
dyrvawnouprawlenie,136018,2005,11
obrazowanie,196166,2005,11
zdraweopazwane,131988,2005,11
drugi,119577,2005,11
obshto,2274631,2005,12
selsko,65815,2005,12
dobiwna,28361,2005,12
prerabodwashta,620908,2005,12
energiq i woda,56156,2005,12
stroitelstwo,152879,2005,12
tyrgowiq,347539,2005,12
hoteli,86618,2005,12
transport,163292,2005,12
finansi,34228,2005,12
imoti,145057,2005,12
dyrvawnouprawlenie,133571,2005,12
obrazowanie,195857,2005,12
zdraweopazwane,131504,2005,12
drugi,112846,2005,12
obshto,2239864,2006,1
selsko,60073,2006,1
dobiwna,27875,2006,1
prerabodwashta,617491,2006,1
energiq i woda,56985,2006,1
stroitelstwo,154831,2006,1
tyrgowiq,339975,2006,1
hoteli,83319,2006,1
transport,162476,2006,1
finansi,34802,2006,1
imoti,146241,2006,1
dyrvawnouprawlenie,131945,2006,1
obrazowanie,196223,2006,1
zdraweopazwane,131259,2006,1
drugi,96369,2006,1
obshto,2246053,2006,2
selsko,60202,2006,2
dobiwna,27826,2006,2
prerabodwashta,618152,2006,2
energiq i woda,56853,2006,2
stroitelstwo,154952,2006,2
tyrgowiq,339089,2006,2
hoteli,83255,2006,2
transport,162338,2006,2
finansi,35172,2006,2
imoti,146971,2006,2
dyrvawnouprawlenie,133408,2006,2
obrazowanie,196565,2006,2
zdraweopazwane,131515,2006,2
drugi,99755,2006,2
obshto,2263898,2006,3
selsko,65030,2006,3
dobiwna,27805,2006,3
prerabodwashta,617491,2006,3
energiq i woda,56811,2006,3
stroitelstwo,156383,2006,3
tyrgowiq,339288,2006,3
hoteli,83784,2006,3
transport,162001,2006,3
finansi,35577,2006,3
imoti,148101,2006,3
dyrvawnouprawlenie,135028,2006,3
obrazowanie,196537,2006,3
zdraweopazwane,131640,2006,3
drugi,108422,2006,3
obshto,2328772,2006,4
selsko,72316,2006,4
dobiwna,27804,2006,4
prerabodwashta,632464,2006,4
energiq i woda,56396,2006,4
stroitelstwo,165111,2006,4
tyrgowiq,354202,2006,4
hoteli,94583,2006,4
transport,164364,2006,4
finansi,34613,2006,4
imoti,152291,2006,4
dyrvawnouprawlenie,135921,2006,4
obrazowanie,196565,2006,4
zdraweopazwane,130935,2006,4
drugi,111207,2006,4
obshto,2349561,2006,5
selsko,73308,2006,5
dobiwna,27802,2006,5
prerabodwashta,630815,2006,5
energiq i woda,56230,2006,5
stroitelstwo,166868,2006,5
tyrgowiq,353722,2006,5
hoteli,113173,2006,5
transport,165413,2006,5
finansi,35065,2006,5
imoti,151505,2006,5
dyrvawnouprawlenie,135966,2006,5
obrazowanie,196210,2006,5
zdraweopazwane,130762,2006,5
drugi,112722,2006,5
obshto,2365344,2006,6
selsko,73896,2006,6
dobiwna,27881,2006,6
prerabodwashta,627530,2006,6
energiq i woda,56132,2006,6
stroitelstwo,167174,2006,6
tyrgowiq,356380,2006,6
hoteli,127561,2006,6
transport,166366,2006,6
finansi,35682,2006,6
imoti,151464,2006,6
dyrvawnouprawlenie,136569,2006,6
obrazowanie,194298,2006,6
zdraweopazwane,130822,2006,6
drugi,113589,2006,6
obshto,2408565,2006,7
selsko,73595,2006,7
dobiwna,28189,2006,7
prerabodwashta,640788,2006,7
energiq i woda,56248,2006,7
stroitelstwo,183257,2006,7
tyrgowiq,359749,2006,7
hoteli,134209,2006,7
transport,167749,2006,7
finansi,36807,2006,7
imoti,155510,2006,7
dyrvawnouprawlenie,136818,2006,7
obrazowanie,190454,2006,7
zdraweopazwane,130931,2006,7
drugi,114261,2006,7
obshto,2395432,2006,8
selsko,72436,2006,8
dobiwna,28045,2006,8
prerabodwashta,638759,2006,8
energiq i woda,56184,2006,8
stroitelstwo,181827,2006,8
tyrgowiq,360175,2006,8
hoteli,131806,2006,8
transport,167062,2006,8
finansi,36974,2006,8
imoti,153776,2006,8
dyrvawnouprawlenie,135581,2006,8
obrazowanie,188739,2006,8
zdraweopazwane,130819,2006,8
drugi,113249,2006,8
obshto,2373853,2006,9
selsko,72281,2006,9
dobiwna,28232,2006,9
prerabodwashta,635600,2006,9
energiq i woda,55981,2006,9
stroitelstwo,180159,2006,9
tyrgowiq,358208,2006,9
hoteli,116797,2006,9
transport,165776,2006,9
finansi,36804,2006,9
imoti,152987,2006,9
dyrvawnouprawlenie,136388,2006,9
obrazowanie,191454,2006,9
zdraweopazwane,130879,2006,9
drugi,112307,2006,9
obshto,2385030,2006,10
selsko,71264,2006,10
dobiwna,28147,2006,10
prerabodwashta,654459,2006,10
energiq i woda,55629,2006,10
stroitelstwo,179054,2006,10
tyrgowiq,365732,2006,10
hoteli,99313,2006,10
transport,169265,2006,10
finansi,38837,2006,10
imoti,154634,2006,10
dyrvawnouprawlenie,135978,2006,10
obrazowanie,192864,2006,10
zdraweopazwane,131334,2006,10
drugi,108520,2006,10
obshto,2367891,2006,11
selsko,67190,2006,11
dobiwna,28206,2006,11
prerabodwashta,652436,2006,11
energiq i woda,54884,2006,11
stroitelstwo,178113,2006,11
tyrgowiq,367836,2006,11
hoteli,91325,2006,11
transport,168049,2006,11
finansi,39190,2006,11
imoti,155136,2006,11
dyrvawnouprawlenie,135529,2006,11
obrazowanie,193066,2006,11
zdraweopazwane,131158,2006,11
drugi,105773,2006,11
obshto,2335545,2006,12
selsko,60956,2006,12
dobiwna,28043,2006,12
prerabodwashta,642258,2006,12
energiq i woda,54838,2006,12
stroitelstwo,175578,2006,12
tyrgowiq,366777,2006,12
hoteli,91261,2006,12
transport,166157,2006,12
finansi,39371,2006,12
imoti,155121,2006,12
dyrvawnouprawlenie,133665,2006,12
obrazowanie,191844,2006,12
zdraweopazwane,130570,2006,12
drugi,99106,2006,12
obshto,2347755,2007,1
selsko,60115,2007,1
dobiwna,28628,2007,1
prerabodwashta,644437,2007,1
energiq i woda,53628,2007,1
stroitelstwo,176525,2007,1
tyrgowiq,372696,2007,1
hoteli,94820,2007,1
transport,167947,2007,1
finansi,40731,2007,1
imoti,160395,2007,1
dyrvawnouprawlenie,131498,2007,1
obrazowanie,191733,2007,1
zdraweopazwane,129918,2007,1
drugi,94684,2007,1
obshto,2355835,2007,2
selsko,60353,2007,2
dobiwna,28572,2007,2
prerabodwashta,643402,2007,2
energiq i woda,53575,2007,2
stroitelstwo,178701,2007,2
tyrgowiq,374748,2007,2
hoteli,94856,2007,2
transport,168702,2007,2
finansi,41022,2007,2
imoti,160871,2007,2
dyrvawnouprawlenie,132394,2007,2
obrazowanie,191994,2007,2
zdraweopazwane,130288,2007,2
drugi,96357,2007,2
obshto,2379551,2007,3
selsko,65852,2007,3
dobiwna,28572,2007,3
prerabodwashta,644215,2007,3
energiq i woda,53423,2007,3
stroitelstwo,182316,2007,3
tyrgowiq,376987,2007,3
hoteli,98506,2007,3
transport,169447,2007,3
finansi,41024,2007,3
imoti,162881,2007,3
dyrvawnouprawlenie,133680,2007,3
obrazowanie,191834,2007,3
zdraweopazwane,130680,2007,3
drugi,100134,2007,3
obshto,2400343,2007,4
selsko,67947,2007,4
dobiwna,28633,2007,4
prerabodwashta,643368,2007,4
energiq i woda,53523,2007,4
stroitelstwo,185448,2007,4
tyrgowiq,378941,2007,4
hoteli,104731,2007,4
transport,169656,2007,4
finansi,43183,2007,4
imoti,167199,2007,4
dyrvawnouprawlenie,134676,2007,4
obrazowanie,190965,2007,4
zdraweopazwane,130678,2007,4
drugi,101395,2007,4
obshto,2417169,2007,5
selsko,69291,2007,5
dobiwna,28457,2007,5
prerabodwashta,638923,2007,5
energiq i woda,53391,2007,5
stroitelstwo,187217,2007,5
tyrgowiq,380152,2007,5
hoteli,116316,2007,5
transport,171018,2007,5
finansi,43396,2007,5
imoti,169279,2007,5
dyrvawnouprawlenie,135014,2007,5
obrazowanie,190441,2007,5
zdraweopazwane,130574,2007,5
drugi,103700,2007,5
obshto,2436369,2007,6
selsko,69969,2007,6
dobiwna,28331,2007,6
prerabodwashta,638094,2007,6
energiq i woda,53429,2007,6
stroitelstwo,189323,2007,6
tyrgowiq,382234,2007,6
hoteli,126785,2007,6
transport,173280,2007,6
finansi,43703,2007,6
imoti,170380,2007,6
dyrvawnouprawlenie,135640,2007,6
obrazowanie,188560,2007,6
zdraweopazwane,130838,2007,6
drugi,105803,2007,6
obshto,2451607,2007,7
selsko,69839,2007,7
dobiwna,27993,2007,7
prerabodwashta,638273,2007,7
energiq i woda,53838,2007,7
stroitelstwo,191859,2007,7
tyrgowiq,387504,2007,7
hoteli,130773,2007,7
transport,173853,2007,7
finansi,45477,2007,7
imoti,172139,2007,7
dyrvawnouprawlenie,136892,2007,7
obrazowanie,184597,2007,7
zdraweopazwane,131365,2007,7
drugi,107205,2007,7
obshto,2450865,2007,8
selsko,69562,2007,8
dobiwna,27922,2007,8
prerabodwashta,635400,2007,8
energiq i woda,54031,2007,8
stroitelstwo,192592,2007,8
tyrgowiq,387611,2007,8
hoteli,129783,2007,8
transport,174362,2007,8
finansi,45804,2007,8
imoti,173878,2007,8
dyrvawnouprawlenie,137204,2007,8
obrazowanie,182949,2007,8
zdraweopazwane,131320,2007,8
drugi,108447,2007,8
obshto,2429024,2007,9
selsko,69447,2007,9
dobiwna,27834,2007,9
prerabodwashta,631998,2007,9
energiq i woda,53827,2007,9
stroitelstwo,191148,2007,9
tyrgowiq,383977,2007,9
hoteli,118041,2007,9
transport,172446,2007,9
finansi,46235,2007,9
imoti,172911,2007,9
dyrvawnouprawlenie,137243,2007,9
obrazowanie,185315,2007,9
zdraweopazwane,131227,2007,9
drugi,107375,2007,9
obshto,2408166,2007,10
selsko,67501,2007,10
dobiwna,27797,2007,10
prerabodwashta,628374,2007,10
energiq i woda,52522,2007,10
stroitelstwo,191273,2007,10
tyrgowiq,393051,2007,10
hoteli,101597,2007,10
transport,171186,2007,10
finansi,46880,2007,10
imoti,171363,2007,10
dyrvawnouprawlenie,136338,2007,10
obrazowanie,185267,2007,10
zdraweopazwane,131549,2007,10
drugi,103468,2007,10
obshto,2406337,2007,11
selsko,65239,2007,11
dobiwna,27837,2007,11
prerabodwashta,625693,2007,11
energiq i woda,54080,2007,11
stroitelstwo,191270,2007,11
tyrgowiq,396559,2007,11
hoteli,96745,2007,11
transport,168666,2007,11
finansi,47437,2007,11
imoti,170285,2007,11
dyrvawnouprawlenie,135594,2007,11
obrazowanie,185974,2007,11
zdraweopazwane,131728,2007,11
drugi,109230,2007,11
obshto,2384903,2007,12
selsko,61018,2007,12
dobiwna,27616,2007,12
prerabodwashta,619656,2007,12
energiq i woda,53930,2007,12
stroitelstwo,189490,2007,12
tyrgowiq,396574,2007,12
hoteli,97335,2007,12
transport,169625,2007,12
finansi,47816,2007,12
imoti,168782,2007,12
dyrvawnouprawlenie,133909,2007,12
obrazowanie,184870,2007,12
zdraweopazwane,131374,2007,12
drugi,102908,2007,12
