"currency","nace_r2","geo","time","values"
"MIO_NAC","G-I","BG34",2011,1471.26
"MIO_NAC","G-I","BG341",2011,839.81
"MIO_NAC","G-I","BG342",2011,140.82
"MIO_NAC","G-I","BG343",2011,101.37
"MIO_NAC","G-I","BG344",2011,389.26
"MIO_NAC","G-I","BG4",2011,8862.23
"MIO_NAC","G-I","BG41",2011,7171.17
"MIO_NAC","G-I","BG411",2011,6332.99
"MIO_NAC","G-I","BG412",2011,338.24
"MIO_NAC","G-I","BG413",2011,311.54
"MIO_NAC","G-I","BG414",2011,96.5
"MIO_NAC","G-I","BG415",2011,91.89
"MIO_NAC","G-I","BG42",2011,1691.06
"MIO_NAC","G-I","BG421",2011,1044.49
"MIO_NAC","G-I","BG422",2011,248.91
"MIO_NAC","G-I","BG423",2011,219.76
"MIO_NAC","G-I","BG424",2011,93.51
"MIO_NAC","G-I","BG425",2011,84.4
"MIO_NAC","G-J","BG",2011,17277.98
"MIO_NAC","G-J","BG3",2011,4935.09
"MIO_NAC","G-J","BG31",2011,646.23
"MIO_NAC","G-J","BG311",2011,66.69
"MIO_NAC","G-J","BG312",2011,89.11
"MIO_NAC","G-J","BG313",2011,131.63
"MIO_NAC","G-J","BG314",2011,237.61
"MIO_NAC","G-J","BG315",2011,121.2
"MIO_NAC","G-J","BG32",2011,996.85
"MIO_NAC","G-J","BG321",2011,335.03
"MIO_NAC","G-J","BG322",2011,134.3
"MIO_NAC","G-J","BG323",2011,353.93
"MIO_NAC","G-J","BG324",2011,94.24
"MIO_NAC","G-J","BG325",2011,79.35
"MIO_NAC","G-J","BG33",2011,1754.83
"MIO_NAC","G-J","BG331",2011,1284.14
"MIO_NAC","G-J","BG332",2011,222.3
"MIO_NAC","G-J","BG333",2011,160.52
"MIO_NAC","G-J","BG334",2011,87.88
"MIO_NAC","G-J","BG34",2011,1537.18
"MIO_NAC","G-J","BG341",2011,885.27
"MIO_NAC","G-J","BG342",2011,143.31
"MIO_NAC","G-J","BG343",2011,104.68
"MIO_NAC","G-J","BG344",2011,403.93
"MIO_NAC","G-J","BG4",2011,12342.9
"MIO_NAC","G-J","BG41",2011,10556.34
"MIO_NAC","G-J","BG411",2011,9681.69
"MIO_NAC","G-J","BG412",2011,352.41
"MIO_NAC","G-J","BG413",2011,328.91
"MIO_NAC","G-J","BG414",2011,100.07
"MIO_NAC","G-J","BG415",2011,93.25
"MIO_NAC","G-J","BG42",2011,1786.56
"MIO_NAC","G-J","BG421",2011,1109.34
"MIO_NAC","G-J","BG422",2011,265.89
"MIO_NAC","G-J","BG423",2011,228.18
"MIO_NAC","G-J","BG424",2011,96.36
"MIO_NAC","G-J","BG425",2011,86.79
"MIO_NAC","J","BG",2011,3686.26
"MIO_NAC","J","BG3",2011,205.59
"MIO_NAC","J","BG31",2011,22.79
"MIO_NAC","J","BG311",2011,2.95
"MIO_NAC","J","BG312",2011,1.97
"MIO_NAC","J","BG313",2011,5.21
"MIO_NAC","J","BG314",2011,7.46
"MIO_NAC","J","BG315",2011,5.2
"MIO_NAC","J","BG32",2011,40.9
"MIO_NAC","J","BG321",2011,18.35
"MIO_NAC","J","BG322",2011,5
"MIO_NAC","J","BG323",2011,13.84
"MIO_NAC","J","BG324",2011,1.73
"MIO_NAC","J","BG325",2011,1.99
"MIO_NAC","J","BG33",2011,75.97
"MIO_NAC","J","BG331",2011,62.84
"MIO_NAC","J","BG332",2011,6.36
"MIO_NAC","J","BG333",2011,5.13
"MIO_NAC","J","BG334",2011,1.65
"MIO_NAC","J","BG34",2011,65.92
"MIO_NAC","J","BG341",2011,45.46
"MIO_NAC","J","BG342",2011,2.48
"MIO_NAC","J","BG343",2011,3.31
"MIO_NAC","J","BG344",2011,14.67
"MIO_NAC","J","BG4",2011,3480.67
"MIO_NAC","J","BG41",2011,3385.17
"MIO_NAC","J","BG411",2011,3348.7
"MIO_NAC","J","BG412",2011,14.17
"MIO_NAC","J","BG413",2011,17.38
"MIO_NAC","J","BG414",2011,3.57
"MIO_NAC","J","BG415",2011,1.36
"MIO_NAC","J","BG42",2011,95.5
"MIO_NAC","J","BG421",2011,64.86
"MIO_NAC","J","BG422",2011,16.99
"MIO_NAC","J","BG423",2011,8.42
"MIO_NAC","J","BG424",2011,2.85
"MIO_NAC","J","BG425",2011,2.4
"MIO_NAC","K","BG",2011,5782.92
"MIO_NAC","K","BG3",2011,856.68
"MIO_NAC","K","BG31",2011,136.35
"MIO_NAC","K","BG311",2011,9.46
"MIO_NAC","K","BG312",2011,15.37
"MIO_NAC","K","BG313",2011,33.42
"MIO_NAC","K","BG314",2011,55.76
"MIO_NAC","K","BG315",2011,22.35
"MIO_NAC","K","BG32",2011,176.05
"MIO_NAC","K","BG321",2011,82.61
"MIO_NAC","K","BG322",2011,14.09
"MIO_NAC","K","BG323",2011,52.69
"MIO_NAC","K","BG324",2011,14.64
"MIO_NAC","K","BG325",2011,12.02
"MIO_NAC","K","BG33",2011,292.67
"MIO_NAC","K","BG331",2011,224.56
"MIO_NAC","K","BG332",2011,26.07
"MIO_NAC","K","BG333",2011,32.45
"MIO_NAC","K","BG334",2011,9.59
"MIO_NAC","K","BG34",2011,251.6
"MIO_NAC","K","BG341",2011,129.08
"MIO_NAC","K","BG342",2011,28.22
"MIO_NAC","K","BG343",2011,13.24
"MIO_NAC","K","BG344",2011,81.06
"MIO_NAC","K","BG4",2011,4926.24
"MIO_NAC","K","BG41",2011,4650.25
"MIO_NAC","K","BG411",2011,4530.57
"MIO_NAC","K","BG412",2011,10.1
"MIO_NAC","K","BG413",2011,84.76
"MIO_NAC","K","BG414",2011,10.89
"MIO_NAC","K","BG415",2011,13.94
"MIO_NAC","K","BG42",2011,275.99
"MIO_NAC","K","BG421",2011,175.46
"MIO_NAC","K","BG422",2011,47.12
"MIO_NAC","K","BG423",2011,27.64
"MIO_NAC","K","BG424",2011,12.4
"MIO_NAC","K","BG425",2011,13.37
"MIO_NAC","K-N","BG",2011,16980.3
"MIO_NAC","K-N","BG3",2011,5167.35
"MIO_NAC","K-N","BG31",2011,1026.42
"MIO_NAC","K-N","BG311",2011,126.66
"MIO_NAC","K-N","BG312",2011,169.99
"MIO_NAC","K-N","BG313",2011,213.32
"MIO_NAC","K-N","BG314",2011,339.38
"MIO_NAC","K-N","BG315",2011,177.07
"MIO_NAC","K-N","BG32",2011,1055.39
"MIO_NAC","K-N","BG321",2011,362.27
"MIO_NAC","K-N","BG322",2011,154.45
"MIO_NAC","K-N","BG323",2011,304.97
"MIO_NAC","K-N","BG324",2011,123.83
"MIO_NAC","K-N","BG325",2011,109.86
"MIO_NAC","K-N","BG33",2011,1561.68
"MIO_NAC","K-N","BG331",2011,1005.9
"MIO_NAC","K-N","BG332",2011,223.46
"MIO_NAC","K-N","BG333",2011,206.29
"MIO_NAC","K-N","BG334",2011,126.03
"MIO_NAC","K-N","BG34",2011,1523.86
"MIO_NAC","K-N","BG341",2011,756.84
"MIO_NAC","K-N","BG342",2011,200.73
"MIO_NAC","K-N","BG343",2011,137.52
"MIO_NAC","K-N","BG344",2011,428.78
"MIO_NAC","K-N","BG4",2011,11812.95
"MIO_NAC","K-N","BG41",2011,10039.59
"MIO_NAC","K-N","BG411",2011,9033.25
"MIO_NAC","K-N","BG412",2011,299.5
"MIO_NAC","K-N","BG413",2011,375.68
"MIO_NAC","K-N","BG414",2011,167.4
"MIO_NAC","K-N","BG415",2011,163.76
"MIO_NAC","K-N","BG42",2011,1773.36
"MIO_NAC","K-N","BG421",2011,940.4
"MIO_NAC","K-N","BG422",2011,278.97
"MIO_NAC","K-N","BG423",2011,261.44
"MIO_NAC","K-N","BG424",2011,136.28
"MIO_NAC","K-N","BG425",2011,156.27
"MIO_NAC","L","BG",2011,7489.83
"MIO_NAC","L","BG3",2011,3576.89
"MIO_NAC","L","BG31",2011,818.23
"MIO_NAC","L","BG311",2011,110.54
"MIO_NAC","L","BG312",2011,145.7
"MIO_NAC","L","BG313",2011,168.19
"MIO_NAC","L","BG314",2011,249.83
"MIO_NAC","L","BG315",2011,143.97
"MIO_NAC","L","BG32",2011,769.6
"MIO_NAC","L","BG321",2011,245.77
"MIO_NAC","L","BG322",2011,125.53
"MIO_NAC","L","BG323",2011,209.06
"MIO_NAC","L","BG324",2011,98.3
"MIO_NAC","L","BG325",2011,90.94
"MIO_NAC","L","BG33",2011,942.2
"MIO_NAC","L","BG331",2011,520.34
"MIO_NAC","L","BG332",2011,172.3
"MIO_NAC","L","BG333",2011,148.61
"MIO_NAC","L","BG334",2011,100.95
"MIO_NAC","L","BG34",2011,1046.86
"MIO_NAC","L","BG341",2011,495.25
"MIO_NAC","L","BG342",2011,153.44
"MIO_NAC","L","BG343",2011,115.83
"MIO_NAC","L","BG344",2011,282.35
"MIO_NAC","L","BG4",2011,3912.94
"MIO_NAC","L","BG41",2011,2651.46
"MIO_NAC","L","BG411",2011,1844.49
"MIO_NAC","L","BG412",2011,263.09
"MIO_NAC","L","BG413",2011,265.17
"MIO_NAC","L","BG414",2011,142.22
"MIO_NAC","L","BG415",2011,136.5
"MIO_NAC","L","BG42",2011,1261.49
"MIO_NAC","L","BG421",2011,600.08
"MIO_NAC","L","BG422",2011,205.78
"MIO_NAC","L","BG423",2011,212.04
"MIO_NAC","L","BG424",2011,112.09
"MIO_NAC","L","BG425",2011,131.5
"MIO_NAC","M_N","BG",2011,3707.55
"MIO_NAC","M_N","BG3",2011,733.79
"MIO_NAC","M_N","BG31",2011,71.85
"MIO_NAC","M_N","BG311",2011,6.67
"MIO_NAC","M_N","BG312",2011,8.92
"MIO_NAC","M_N","BG313",2011,11.72
"MIO_NAC","M_N","BG314",2011,33.79
"MIO_NAC","M_N","BG315",2011,10.75
"MIO_NAC","M_N","BG32",2011,109.74
"MIO_NAC","M_N","BG321",2011,33.88
"MIO_NAC","M_N","BG322",2011,14.83
"MIO_NAC","M_N","BG323",2011,43.22
"MIO_NAC","M_N","BG324",2011,10.89
"MIO_NAC","M_N","BG325",2011,6.91
"MIO_NAC","M_N","BG33",2011,326.81
"MIO_NAC","M_N","BG331",2011,261
"MIO_NAC","M_N","BG332",2011,25.09
"MIO_NAC","M_N","BG333",2011,25.23
"MIO_NAC","M_N","BG334",2011,15.49
"MIO_NAC","M_N","BG34",2011,225.4
"MIO_NAC","M_N","BG341",2011,132.51
"MIO_NAC","M_N","BG342",2011,19.07
"MIO_NAC","M_N","BG343",2011,8.45
"MIO_NAC","M_N","BG344",2011,65.36
"MIO_NAC","M_N","BG4",2011,2973.76
"MIO_NAC","M_N","BG41",2011,2737.88
"MIO_NAC","M_N","BG411",2011,2658.19
"MIO_NAC","M_N","BG412",2011,26.32
"MIO_NAC","M_N","BG413",2011,25.75
"MIO_NAC","M_N","BG414",2011,14.29
"MIO_NAC","M_N","BG415",2011,13.33
"MIO_NAC","M_N","BG42",2011,235.88
"MIO_NAC","M_N","BG421",2011,164.85
"MIO_NAC","M_N","BG422",2011,26.07
"MIO_NAC","M_N","BG423",2011,21.77
"MIO_NAC","M_N","BG424",2011,11.8
"MIO_NAC","M_N","BG425",2011,11.4
"MIO_NAC","O-Q","BG",2011,8200.16
"MIO_NAC","O-Q","BG3",2011,3574.36
"MIO_NAC","O-Q","BG31",2011,836.26
"MIO_NAC","O-Q","BG311",2011,100.57
"MIO_NAC","O-Q","BG312",2011,148.47
"MIO_NAC","O-Q","BG313",2011,178.11
"MIO_NAC","O-Q","BG314",2011,271.28
"MIO_NAC","O-Q","BG315",2011,137.83
"MIO_NAC","O-Q","BG32",2011,842.35
"MIO_NAC","O-Q","BG321",2011,285.76
"MIO_NAC","O-Q","BG322",2011,116.3
"MIO_NAC","O-Q","BG323",2011,219.54
"MIO_NAC","O-Q","BG324",2011,116.25
"MIO_NAC","O-Q","BG325",2011,104.5
"MIO_NAC","O-Q","BG33",2011,945.93
"MIO_NAC","O-Q","BG331",2011,493.1
"MIO_NAC","O-Q","BG332",2011,172.52
"MIO_NAC","O-Q","BG333",2011,172.65
"MIO_NAC","O-Q","BG334",2011,107.66
"MIO_NAC","O-Q","BG34",2011,949.83
"MIO_NAC","O-Q","BG341",2011,376.41
"MIO_NAC","O-Q","BG342",2011,166.52
"MIO_NAC","O-Q","BG343",2011,111.87
"MIO_NAC","O-Q","BG344",2011,295.04
"MIO_NAC","O-Q","BG4",2011,4625.8
"MIO_NAC","O-Q","BG41",2011,3255.9
"MIO_NAC","O-Q","BG411",2011,2591.26
"MIO_NAC","O-Q","BG412",2011,164.63
"MIO_NAC","O-Q","BG413",2011,285.06
"MIO_NAC","O-Q","BG414",2011,97.68
"MIO_NAC","O-Q","BG415",2011,117.27
"MIO_NAC","O-Q","BG42",2011,1369.9
"MIO_NAC","O-Q","BG421",2011,703.47
"MIO_NAC","O-Q","BG422",2011,198.22
"MIO_NAC","O-Q","BG423",2011,217.62
"MIO_NAC","O-Q","BG424",2011,118.37
"MIO_NAC","O-Q","BG425",2011,132.22
"MIO_NAC","O-U","BG",2011,9832.67
"MIO_NAC","O-U","BG3",2011,4161.43
"MIO_NAC","O-U","BG31",2011,919.8
"MIO_NAC","O-U","BG311",2011,109.39
"MIO_NAC","O-U","BG312",2011,163.68
"MIO_NAC","O-U","BG313",2011,195.4
"MIO_NAC","O-U","BG314",2011,301.92
"MIO_NAC","O-U","BG315",2011,149.41
"MIO_NAC","O-U","BG32",2011,972.6
"MIO_NAC","O-U","BG321",2011,319.57
"MIO_NAC","O-U","BG322",2011,133.9
"MIO_NAC","O-U","BG323",2011,271.37
"MIO_NAC","O-U","BG324",2011,134.21
"MIO_NAC","O-U","BG325",2011,113.55
"MIO_NAC","O-U","BG33",2011,1142.81
"MIO_NAC","O-U","BG331",2011,632.43
"MIO_NAC","O-U","BG332",2011,200.52
"MIO_NAC","O-U","BG333",2011,192.35
"MIO_NAC","O-U","BG334",2011,117.53
"MIO_NAC","O-U","BG34",2011,1126.22
"MIO_NAC","O-U","BG341",2011,466.18
"MIO_NAC","O-U","BG342",2011,187.34
"MIO_NAC","O-U","BG343",2011,124.36
"MIO_NAC","O-U","BG344",2011,348.34
"MIO_NAC","O-U","BG4",2011,5671.24
"MIO_NAC","O-U","BG41",2011,4097.59
"MIO_NAC","O-U","BG411",2011,3328.51
"MIO_NAC","O-U","BG412",2011,192.1
"MIO_NAC","O-U","BG413",2011,333.72
"MIO_NAC","O-U","BG414",2011,110.95
"MIO_NAC","O-U","BG415",2011,132.31
"MIO_NAC","O-U","BG42",2011,1573.65
"MIO_NAC","O-U","BG421",2011,826.48
"MIO_NAC","O-U","BG422",2011,233.2
"MIO_NAC","O-U","BG423",2011,237.82
"MIO_NAC","O-U","BG424",2011,131.2
"MIO_NAC","O-U","BG425",2011,144.95
"MIO_NAC","R-U","BG",2011,1632.51
"MIO_NAC","R-U","BG3",2011,587.07
"MIO_NAC","R-U","BG31",2011,83.55
"MIO_NAC","R-U","BG311",2011,8.82
"MIO_NAC","R-U","BG312",2011,15.21
"MIO_NAC","R-U","BG313",2011,17.29
"MIO_NAC","R-U","BG314",2011,30.64
"MIO_NAC","R-U","BG315",2011,11.59
"MIO_NAC","R-U","BG32",2011,130.25
"MIO_NAC","R-U","BG321",2011,33.81
"MIO_NAC","R-U","BG322",2011,17.61
"MIO_NAC","R-U","BG323",2011,51.82
"MIO_NAC","R-U","BG324",2011,17.96
"MIO_NAC","R-U","BG325",2011,9.05
"MIO_NAC","R-U","BG33",2011,196.89
"MIO_NAC","R-U","BG331",2011,139.33
"MIO_NAC","R-U","BG332",2011,27.99
"MIO_NAC","R-U","BG333",2011,19.7
"MIO_NAC","R-U","BG334",2011,9.87
"MIO_NAC","R-U","BG34",2011,176.39
"MIO_NAC","R-U","BG341",2011,89.77
"MIO_NAC","R-U","BG342",2011,20.82
"MIO_NAC","R-U","BG343",2011,12.49
"MIO_NAC","R-U","BG344",2011,53.3
"MIO_NAC","R-U","BG4",2011,1045.44
"MIO_NAC","R-U","BG41",2011,841.69
"MIO_NAC","R-U","BG411",2011,737.25
"MIO_NAC","R-U","BG412",2011,27.47
"MIO_NAC","R-U","BG413",2011,48.66
"MIO_NAC","R-U","BG414",2011,13.27
"MIO_NAC","R-U","BG415",2011,15.04
"MIO_NAC","R-U","BG42",2011,203.75
"MIO_NAC","R-U","BG421",2011,123.01
"MIO_NAC","R-U","BG422",2011,34.98
"MIO_NAC","R-U","BG423",2011,20.2
"MIO_NAC","R-U","BG424",2011,12.83
"MIO_NAC","R-U","BG425",2011,12.74
"MIO_NAC","TOTAL","BG",2011,68299.36
"MIO_NAC","TOTAL","BG3",2011,25628.3
"MIO_NAC","TOTAL","BG31",2011,4925.33
"MIO_NAC","TOTAL","BG311",2011,465.43
"MIO_NAC","TOTAL","BG312",2011,762.43
"MIO_NAC","TOTAL","BG313",2011,1405.21
"MIO_NAC","TOTAL","BG314",2011,1448.87
"MIO_NAC","TOTAL","BG315",2011,843.39
"MIO_NAC","TOTAL","BG32",2011,5392.04
"MIO_NAC","TOTAL","BG321",2011,1547.88
"MIO_NAC","TOTAL","BG322",2011,927.34
"MIO_NAC","TOTAL","BG323",2011,1638.99
"MIO_NAC","TOTAL","BG324",2011,714.78
"MIO_NAC","TOTAL","BG325",2011,563.06
"MIO_NAC","TOTAL","BG33",2011,7270.96
"MIO_NAC","TOTAL","BG331",2011,4403.21
"MIO_NAC","TOTAL","BG332",2011,1161.38
"MIO_NAC","TOTAL","BG333",2011,1019.71
"MIO_NAC","TOTAL","BG334",2011,686.65
"MIO_NAC","TOTAL","BG34",2011,8039.97
"MIO_NAC","TOTAL","BG341",2011,3358.14
"MIO_NAC","TOTAL","BG342",2011,933.36
"MIO_NAC","TOTAL","BG343",2011,721.54
"MIO_NAC","TOTAL","BG344",2011,3026.94
"MIO_NAC","TOTAL","BG4",2011,42671.07
"MIO_NAC","TOTAL","BG41",2011,33067
"MIO_NAC","TOTAL","BG411",2011,27055.95
"MIO_NAC","TOTAL","BG412",2011,2538.12
"MIO_NAC","TOTAL","BG413",2011,2015.22
"MIO_NAC","TOTAL","BG414",2011,748.45
"MIO_NAC","TOTAL","BG415",2011,709.26
"MIO_NAC","TOTAL","BG42",2011,9604.07
"MIO_NAC","TOTAL","BG421",2011,5165.24
"MIO_NAC","TOTAL","BG422",2011,1275.83
"MIO_NAC","TOTAL","BG423",2011,1677.27
"MIO_NAC","TOTAL","BG424",2011,755.38
"MIO_NAC","TOTAL","BG425",2011,730.36
"MIO_EUR","A","BG",2010,1620.13
"MIO_EUR","A","BG3",2010,1002.24
"MIO_EUR","A","BG31",2010,275.78
"MIO_EUR","A","BG311",2010,40.7
"MIO_EUR","A","BG312",2010,56.39
"MIO_EUR","A","BG313",2010,63.86
"MIO_EUR","A","BG314",2010,70.85
"MIO_EUR","A","BG315",2010,43.98
"MIO_EUR","A","BG32",2010,245.51
"MIO_EUR","A","BG321",2010,50.02
"MIO_EUR","A","BG322",2010,17.39
"MIO_EUR","A","BG323",2010,58.62
"MIO_EUR","A","BG324",2010,55.62
"MIO_EUR","A","BG325",2010,63.86
"MIO_EUR","A","BG33",2010,254
"MIO_EUR","A","BG331",2010,56.12
"MIO_EUR","A","BG332",2010,89.9
"MIO_EUR","A","BG333",2010,62.38
"MIO_EUR","A","BG334",2010,45.6
"MIO_EUR","A","BG34",2010,226.95
"MIO_EUR","A","BG341",2010,79.21
"MIO_EUR","A","BG342",2010,46.97
"MIO_EUR","A","BG343",2010,44.47
"MIO_EUR","A","BG344",2010,56.31
"MIO_EUR","A","BG4",2010,617.89
"MIO_EUR","A","BG41",2010,250.06
"MIO_EUR","A","BG411",2010,27.33
"MIO_EUR","A","BG412",2010,62.93
"MIO_EUR","A","BG413",2010,100.6
"MIO_EUR","A","BG414",2010,20.6
"MIO_EUR","A","BG415",2010,38.61
"MIO_EUR","A","BG42",2010,367.83
"MIO_EUR","A","BG421",2010,110.44
"MIO_EUR","A","BG422",2010,63.89
"MIO_EUR","A","BG423",2010,75.26
"MIO_EUR","A","BG424",2010,46.62
"MIO_EUR","A","BG425",2010,71.62
"MIO_EUR","B-E","BG",2010,6613.43
"MIO_EUR","B-E","BG3",2010,3029.91
"MIO_EUR","B-E","BG31",2010,610.73
"MIO_EUR","B-E","BG311",2010,26.2
"MIO_EUR","B-E","BG312",2010,76.27
"MIO_EUR","B-E","BG313",2010,288.65
"MIO_EUR","B-E","BG314",2010,107.11
"MIO_EUR","B-E","BG315",2010,112.5
"MIO_EUR","B-E","BG32",2010,606.55
"MIO_EUR","B-E","BG321",2010,174.56
"MIO_EUR","B-E","BG322",2010,161.8
"MIO_EUR","B-E","BG323",2010,144.82
"MIO_EUR","B-E","BG324",2010,91.14
"MIO_EUR","B-E","BG325",2010,34.24
"MIO_EUR","B-E","BG33",2010,620.92
"MIO_EUR","B-E","BG331",2010,303.94
"MIO_EUR","B-E","BG332",2010,130.86
"MIO_EUR","B-E","BG333",2010,111.88
"MIO_EUR","B-E","BG334",2010,74.24
"MIO_EUR","B-E","BG34",2010,1191.7
"MIO_EUR","B-E","BG341",2010,263.75
"MIO_EUR","B-E","BG342",2010,86.97
"MIO_EUR","B-E","BG343",2010,84.52
"MIO_EUR","B-E","BG344",2010,756.46
"MIO_EUR","B-E","BG4",2010,3583.52
"MIO_EUR","B-E","BG41",2010,2299.41
"MIO_EUR","B-E","BG411",2010,1414.47
"MIO_EUR","B-E","BG412",2010,491.3
"MIO_EUR","B-E","BG413",2010,170.54
"MIO_EUR","B-E","BG414",2010,120.31
"MIO_EUR","B-E","BG415",2010,102.79
"MIO_EUR","B-E","BG42",2010,1284.11
"MIO_EUR","B-E","BG421",2010,705.34
"MIO_EUR","B-E","BG422",2010,87.66
"MIO_EUR","B-E","BG423",2010,360.96
"MIO_EUR","B-E","BG424",2010,64.87
"MIO_EUR","B-E","BG425",2010,65.27
"MIO_EUR","C","BG",2010,4196.15
"MIO_EUR","C","BG3",2010,1895.67
"MIO_EUR","C","BG31",2010,336.5
"MIO_EUR","C","BG311",2010,15.07
"MIO_EUR","C","BG312",2010,67.24
"MIO_EUR","C","BG313",2010,70.26
"MIO_EUR","C","BG314",2010,77.49
"MIO_EUR","C","BG315",2010,106.43
"MIO_EUR","C","BG32",2010,552.12
"MIO_EUR","C","BG321",2010,161.3
"MIO_EUR","C","BG322",2010,155.62
"MIO_EUR","C","BG323",2010,119.38
"MIO_EUR","C","BG324",2010,86.5
"MIO_EUR","C","BG325",2010,29.31
"MIO_EUR","C","BG33",2010,386.45
"MIO_EUR","C","BG331",2010,162.07
"MIO_EUR","C","BG332",2010,50.72
"MIO_EUR","C","BG333",2010,104.36
"MIO_EUR","C","BG334",2010,69.3
"MIO_EUR","C","BG34",2010,620.6
"MIO_EUR","C","BG341",2010,205.06
"MIO_EUR","C","BG342",2010,73.68
"MIO_EUR","C","BG343",2010,73.83
"MIO_EUR","C","BG344",2010,268.04
"MIO_EUR","C","BG4",2010,2300.49
"MIO_EUR","C","BG41",2010,1341.87
"MIO_EUR","C","BG411",2010,745.94
"MIO_EUR","C","BG412",2010,291.03
"MIO_EUR","C","BG413",2010,154.77
"MIO_EUR","C","BG414",2010,92.75
"MIO_EUR","C","BG415",2010,57.38
"MIO_EUR","C","BG42",2010,958.61
"MIO_EUR","C","BG421",2010,620.85
"MIO_EUR","C","BG422",2010,69.83
"MIO_EUR","C","BG423",2010,162.22
"MIO_EUR","C","BG424",2010,49.38
"MIO_EUR","C","BG425",2010,56.33
"MIO_EUR","F","BG",2010,2208.59
"MIO_EUR","F","BG3",2010,916.27
"MIO_EUR","F","BG31",2010,90.06
"MIO_EUR","F","BG311",2010,6.91
"MIO_EUR","F","BG312",2010,4.23
"MIO_EUR","F","BG313",2010,41.76
"MIO_EUR","F","BG314",2010,33.31
"MIO_EUR","F","BG315",2010,3.86
"MIO_EUR","F","BG32",2010,123.96
"MIO_EUR","F","BG321",2010,39.9
"MIO_EUR","F","BG322",2010,17.82
"MIO_EUR","F","BG323",2010,43.98
"MIO_EUR","F","BG324",2010,12.38
"MIO_EUR","F","BG325",2010,9.88
"MIO_EUR","F","BG33",2010,308.65
"MIO_EUR","F","BG331",2010,223.98
"MIO_EUR","F","BG332",2010,36.59
"MIO_EUR","F","BG333",2010,20.75
"MIO_EUR","F","BG334",2010,27.33
"MIO_EUR","F","BG34",2010,393.6
"MIO_EUR","F","BG341",2010,227.5
"MIO_EUR","F","BG342",2010,31.7
"MIO_EUR","F","BG343",2010,24.52
"MIO_EUR","F","BG344",2010,109.87
"MIO_EUR","F","BG4",2010,1292.32
"MIO_EUR","F","BG41",2010,965.16
"MIO_EUR","F","BG411",2010,810.66
"MIO_EUR","F","BG412",2010,29.89
"MIO_EUR","F","BG413",2010,82.55
"MIO_EUR","F","BG414",2010,25.82
"MIO_EUR","F","BG415",2010,16.23
"MIO_EUR","F","BG42",2010,327.16
"MIO_EUR","F","BG421",2010,175.71
"MIO_EUR","F","BG422",2010,40.62
"MIO_EUR","F","BG423",2010,27.88
"MIO_EUR","F","BG424",2010,61.59
"MIO_EUR","F","BG425",2010,21.36
"MIO_EUR","G-I","BG",2010,6566.06
"MIO_EUR","G-I","BG3",2010,2292.64
"MIO_EUR","G-I","BG31",2010,307.78
"MIO_EUR","G-I","BG311",2010,35.21
"MIO_EUR","G-I","BG312",2010,41.2
"MIO_EUR","G-I","BG313",2010,59.62
"MIO_EUR","G-I","BG314",2010,117
"MIO_EUR","G-I","BG315",2010,54.76
"MIO_EUR","G-I","BG32",2010,467.36
"MIO_EUR","G-I","BG321",2010,150.82
"MIO_EUR","G-I","BG322",2010,66.23
"MIO_EUR","G-I","BG323",2010,168.23
"MIO_EUR","G-I","BG324",2010,45.02
"MIO_EUR","G-I","BG325",2010,37.07
"MIO_EUR","G-I","BG33",2010,795.63
"MIO_EUR","G-I","BG331",2010,576.66
"MIO_EUR","G-I","BG332",2010,101.69
"MIO_EUR","G-I","BG333",2010,77.26
"MIO_EUR","G-I","BG334",2010,40.02
"MIO_EUR","G-I","BG34",2010,721.88
"MIO_EUR","G-I","BG341",2010,408.11
"MIO_EUR","G-I","BG342",2010,71.51
"MIO_EUR","G-I","BG343",2010,51.3
"MIO_EUR","G-I","BG344",2010,190.97
"MIO_EUR","G-I","BG4",2010,4273.42
"MIO_EUR","G-I","BG41",2010,3453.29
"MIO_EUR","G-I","BG411",2010,3061.69
"MIO_EUR","G-I","BG412",2010,137.09
"MIO_EUR","G-I","BG413",2010,150.9
"MIO_EUR","G-I","BG414",2010,49.33
"MIO_EUR","G-I","BG415",2010,54.27
"MIO_EUR","G-I","BG42",2010,820.13
"MIO_EUR","G-I","BG421",2010,497.06
"MIO_EUR","G-I","BG422",2010,117.72
"MIO_EUR","G-I","BG423",2010,111.61
"MIO_EUR","G-I","BG424",2010,50.3
"MIO_EUR","G-I","BG425",2010,43.44
"MIO_EUR","G-J","BG",2010,8328.7
"MIO_EUR","G-J","BG3",2010,2401.68
"MIO_EUR","G-J","BG31",2010,323.96
"MIO_EUR","G-J","BG311",2010,36.86
"MIO_EUR","G-J","BG312",2010,42.55
"MIO_EUR","G-J","BG313",2010,62.72
"MIO_EUR","G-J","BG314",2010,123.62
"MIO_EUR","G-J","BG315",2010,58.21
"MIO_EUR","G-J","BG32",2010,488.65
"MIO_EUR","G-J","BG321",2010,160.58
"MIO_EUR","G-J","BG322",2010,69.14
"MIO_EUR","G-J","BG323",2010,174.82
"MIO_EUR","G-J","BG324",2010,45.92
"MIO_EUR","G-J","BG325",2010,38.18
"MIO_EUR","G-J","BG33",2010,835.33
"MIO_EUR","G-J","BG331",2010,608.84
"MIO_EUR","G-J","BG332",2010,106.45
"MIO_EUR","G-J","BG333",2010,79.4
"MIO_EUR","G-J","BG334",2010,40.65
"MIO_EUR","G-J","BG34",2010,753.74
