sektori,naeti,year,month
zdraweopazwane,129933,2008,9
kultura,32426,2008,9
drugi,32913,2008,9
obshto,2584129,2008,10
selsko,73199,2008,10
dobiwna,29155,2008,10
prerabotwashta,631311,2008,10
energiq,33763,2008,10
woda,33966,2008,10
stroitelstwo,270143,2008,10
tyrgowiq,418745,2008,10
transport,152103,2008,10
hoteli,114082,2008,10
informaciq,58712,2008,10
finansi,54450,2008,10
imoti,25868,2008,10
nauka,73492,2008,10
administratiwni,116624,2008,10
dyrvawnouprawlenie,133394,2008,10
obrazowanie,169459,2008,10
zdraweopazwane,130361,2008,10
kultura,32672,2008,10
drugi,32630,2008,10
obshto,2551354,2008,11
selsko,68676,2008,11
dobiwna,28962,2008,11
prerabotwashta,616815,2008,11
energiq,33824,2008,11
woda,33578,2008,11
stroitelstwo,262217,2008,11
tyrgowiq,417151,2008,11
transport,149297,2008,11
hoteli,108375,2008,11
informaciq,58549,2008,11
finansi,54785,2008,11
imoti,25432,2008,11
nauka,73200,2008,11
administratiwni,120200,2008,11
dyrvawnouprawlenie,134109,2008,11
obrazowanie,169780,2008,11
zdraweopazwane,130731,2008,11
kultura,32671,2008,11
drugi,33002,2008,11
obshto,2499126,2008,12
selsko,58121,2008,12
dobiwna,28123,2008,12
prerabotwashta,599379,2008,12
energiq,33740,2008,12
woda,33353,2008,12
stroitelstwo,251388,2008,12
tyrgowiq,412547,2008,12
transport,148071,2008,12
hoteli,109843,2008,12
informaciq,57862,2008,12
finansi,54383,2008,12
imoti,25014,2008,12
nauka,72721,2008,12
administratiwni,114761,2008,12
dyrvawnouprawlenie,134754,2008,12
obrazowanie,168753,2008,12
zdraweopazwane,130864,2008,12
kultura,32984,2008,12
drugi,32465,2008,12
obshto,2502133,2009,1
selsko,61135,2009,1
dobiwna,27110,2009,1
prerabotwashta,584356,2009,1
energiq,33737,2009,1
woda,37571,2009,1
stroitelstwo,241832,2009,1
tyrgowiq,413776,2009,1
transport,147516,2009,1
hoteli,112692,2009,1
informaciq,61378,2009,1
finansi,56694,2009,1
imoti,27835,2009,1
nauka,74680,2009,1
administratiwni,120049,2009,1
dyrvawnouprawlenie,129878,2009,1
obrazowanie,170682,2009,1
zdraweopazwane,133891,2009,1
kultura,33087,2009,1
drugi,34234,2009,1
obshto,2487997,2009,2
selsko,61196,2009,2
dobiwna,27047,2009,2
prerabotwashta,576232,2009,2
energiq,33727,2009,2
woda,37674,2009,2
stroitelstwo,238137,2009,2
tyrgowiq,411305,2009,2
transport,147220,2009,2
hoteli,112301,2009,2
informaciq,60483,2009,2
finansi,56315,2009,2
imoti,27370,2009,2
nauka,74461,2009,2
administratiwni,120091,2009,2
dyrvawnouprawlenie,131378,2009,2
obrazowanie,170877,2009,2
zdraweopazwane,134757,2009,2
kultura,33225,2009,2
drugi,34201,2009,2
obshto,2472024,2009,3
selsko,66571,2009,3
dobiwna,26869,2009,3
prerabotwashta,565413,2009,3
energiq,33778,2009,3
woda,37718,2009,3
stroitelstwo,234226,2009,3
tyrgowiq,408275,2009,3
transport,145685,2009,3
hoteli,110899,2009,3
informaciq,60257,2009,3
finansi,55847,2009,3
imoti,26961,2009,3
nauka,74189,2009,3
administratiwni,120537,2009,3
dyrvawnouprawlenie,131917,2009,3
obrazowanie,170908,2009,3
zdraweopazwane,135133,2009,3
kultura,33001,2009,3
drugi,33840,2009,3
obshto,2514441,2009,4
selsko,72068,2009,4
dobiwna,26704,2009,4
prerabotwashta,558696,2009,4
energiq,33486,2009,4
woda,38822,2009,4
stroitelstwo,232208,2009,4
tyrgowiq,438624,2009,4
transport,147595,2009,4
hoteli,117802,2009,4
informaciq,60489,2009,4
finansi,56531,2009,4
imoti,27286,2009,4
nauka,73790,2009,4
administratiwni,124329,2009,4
dyrvawnouprawlenie,132012,2009,4
obrazowanie,170947,2009,4
zdraweopazwane,135386,2009,4
kultura,33229,2009,4
drugi,34437,2009,4
obshto,2514767,2009,5
selsko,74654,2009,5
dobiwna,26282,2009,5
prerabotwashta,551342,2009,5
energiq,33505,2009,5
woda,38574,2009,5
stroitelstwo,227666,2009,5
tyrgowiq,436298,2009,5
transport,146925,2009,5
hoteli,134679,2009,5
informaciq,59877,2009,5
finansi,56341,2009,5
imoti,27401,2009,5
nauka,73905,2009,5
administratiwni,122326,2009,5
dyrvawnouprawlenie,131753,2009,5
obrazowanie,170077,2009,5
zdraweopazwane,135180,2009,5
kultura,33662,2009,5
drugi,34320,2009,5
obshto,2516415,2009,6
selsko,75073,2009,6
dobiwna,26231,2009,6
prerabotwashta,546902,2009,6
energiq,33570,2009,6
woda,38145,2009,6
stroitelstwo,225943,2009,6
tyrgowiq,435343,2009,6
transport,146828,2009,6
hoteli,147549,2009,6
informaciq,59663,2009,6
finansi,57081,2009,6
imoti,27608,2009,6
nauka,73936,2009,6
administratiwni,118003,2009,6
dyrvawnouprawlenie,132388,2009,6
obrazowanie,167759,2009,6
zdraweopazwane,135187,2009,6
kultura,34137,2009,6
drugi,35069,2009,6
obshto,2512344,2009,7
selsko,74601,2009,7
dobiwna,26238,2009,7
prerabotwashta,543132,2009,7
energiq,33688,2009,7
woda,35179,2009,7
stroitelstwo,226391,2009,7
tyrgowiq,436031,2009,7
transport,147227,2009,7
hoteli,150065,2009,7
informaciq,60323,2009,7
finansi,56912,2009,7
imoti,27293,2009,7
nauka,76536,2009,7
administratiwni,117753,2009,7
dyrvawnouprawlenie,132671,2009,7
obrazowanie,164685,2009,7
zdraweopazwane,134939,2009,7
kultura,33766,2009,7
drugi,34914,2009,7
obshto,2485137,2009,8
selsko,73108,2009,8
dobiwna,26139,2009,8
prerabotwashta,538658,2009,8
energiq,33590,2009,8
woda,34029,2009,8
stroitelstwo,222301,2009,8
tyrgowiq,434151,2009,8
transport,146588,2009,8
hoteli,145072,2009,8
informaciq,59581,2009,8
finansi,56844,2009,8
imoti,26700,2009,8
nauka,75855,2009,8
administratiwni,113874,2009,8
dyrvawnouprawlenie,132071,2009,8
obrazowanie,163431,2009,8
zdraweopazwane,134896,2009,8
kultura,33552,2009,8
drugi,34697,2009,8
obshto,2442424,2009,9
selsko,72547,2009,9
dobiwna,25912,2009,9
prerabotwashta,535526,2009,9
energiq,33509,2009,9
woda,33763,2009,9
stroitelstwo,213505,2009,9
tyrgowiq,430406,2009,9
transport,145264,2009,9
hoteli,125817,2009,9
informaciq,59321,2009,9
finansi,56510,2009,9
imoti,25947,2009,9
nauka,75063,2009,9
administratiwni,111347,2009,9
dyrvawnouprawlenie,129980,2009,9
obrazowanie,167329,2009,9
zdraweopazwane,134883,2009,9
kultura,31962,2009,9
drugi,33833,2009,9
obshto,2476424,2009,10
selsko,72056,2009,10
dobiwna,26034,2009,10
prerabotwashta,553612,2009,10
energiq,33494,2009,10
woda,33222,2009,10
stroitelstwo,222789,2009,10
tyrgowiq,427049,2009,10
transport,146750,2009,10
hoteli,121161,2009,10
informaciq,62251,2009,10
finansi,57525,2009,10
imoti,25353,2009,10
nauka,76996,2009,10
administratiwni,116560,2009,10
dyrvawnouprawlenie,128863,2009,10
obrazowanie,168307,2009,10
zdraweopazwane,135021,2009,10
kultura,33767,2009,10
drugi,35614,2009,10
obshto,2434357,2009,11
selsko,67619,2009,11
dobiwna,25915,2009,11
prerabotwashta,540948,2009,11
energiq,33397,2009,11
woda,33142,2009,11
stroitelstwo,212322,2009,11
tyrgowiq,423979,2009,11
transport,145430,2009,11
hoteli,115444,2009,11
informaciq,62126,2009,11
finansi,57736,2009,11
imoti,24985,2009,11
nauka,76523,2009,11
administratiwni,114907,2009,11
dyrvawnouprawlenie,128070,2009,11
obrazowanie,168289,2009,11
zdraweopazwane,135195,2009,11
kultura,33264,2009,11
drugi,35066,2009,11
obshto,2396144,2009,12
selsko,61998,2009,12
dobiwna,25577,2009,12
prerabotwashta,532031,2009,12
energiq,33298,2009,12
woda,32927,2009,12
stroitelstwo,201215,2009,12
tyrgowiq,420429,2009,12
transport,143943,2009,12
hoteli,115481,2009,12
informaciq,61671,2009,12
finansi,57648,2009,12
imoti,24922,2009,12
nauka,75882,2009,12
administratiwni,112559,2009,12
dyrvawnouprawlenie,125706,2009,12
obrazowanie,167647,2009,12
zdraweopazwane,134926,2009,12
kultura,33511,2009,12
drugi,34773,2009,12
obshto,2373349,2010,1
selsko,60441,2010,1
dobiwna,26065,2010,1
prerabotwashta,526943,2010,1
energiq,32326,2010,1
woda,32942,2010,1
stroitelstwo,186172,2010,1
tyrgowiq,424882,2010,1
transport,141694,2010,1
hoteli,117232,2010,1
informaciq,63993,2010,1
finansi,56500,2010,1
imoti,24356,2010,1
nauka,75698,2010,1
administratiwni,108746,2010,1
dyrvawnouprawlenie,119300,2010,1
obrazowanie,168843,2010,1
zdraweopazwane,133314,2010,1
kultura,35229,2010,1
drugi,38673,2010,1
obshto,2355926,2010,2
selsko,60032,2010,2
dobiwna,25921,2010,2
prerabotwashta,522255,2010,2
energiq,32458,2010,2
woda,32938,2010,2
stroitelstwo,181553,2010,2
tyrgowiq,421016,2010,2
transport,140906,2010,2
hoteli,115884,2010,2
informaciq,63254,2010,2
finansi,56311,2010,2
imoti,24236,2010,2
nauka,75334,2010,2
administratiwni,108259,2010,2
dyrvawnouprawlenie,119323,2010,2
obrazowanie,169349,2010,2
zdraweopazwane,133304,2010,2
kultura,35245,2010,2
drugi,38348,2010,2
obshto,2357992,2010,3
selsko,63768,2010,3
dobiwna,25871,2010,3
prerabotwashta,519049,2010,3
energiq,32367,2010,3
woda,33115,2010,3
stroitelstwo,179897,2010,3
tyrgowiq,420033,2010,3
transport,140888,2010,3
hoteli,115517,2010,3
informaciq,64166,2010,3
finansi,56180,2010,3
imoti,24337,2010,3
nauka,74999,2010,3
administratiwni,108947,2010,3
dyrvawnouprawlenie,121827,2010,3
obrazowanie,169291,2010,3
zdraweopazwane,133439,2010,3
kultura,35140,2010,3
drugi,39161,2010,3
obshto,2375879,2010,4
selsko,69677,2010,4
dobiwna,25827,2010,4
prerabotwashta,522769,2010,4
energiq,32019,2010,4
woda,33825,2010,4
stroitelstwo,176589,2010,4
tyrgowiq,419041,2010,4
transport,142184,2010,4
hoteli,119854,2010,4
informaciq,65173,2010,4
finansi,56825,2010,4
imoti,26324,2010,4
nauka,77741,2010,4
administratiwni,106093,2010,4
dyrvawnouprawlenie,121551,2010,4
obrazowanie,171492,2010,4
zdraweopazwane,135145,2010,4
kultura,34435,2010,4
drugi,39315,2010,4
obshto,2386180,2010,5
selsko,71172,2010,5
dobiwna,25656,2010,5
prerabotwashta,519618,2010,5
energiq,31923,2010,5
woda,33979,2010,5
stroitelstwo,175663,2010,5
tyrgowiq,417591,2010,5
transport,142246,2010,5
hoteli,134321,2010,5
informaciq,65103,2010,5
finansi,56862,2010,5
imoti,26455,2010,5
nauka,76855,2010,5
administratiwni,106118,2010,5
dyrvawnouprawlenie,121424,2010,5
obrazowanie,170411,2010,5
zdraweopazwane,134833,2010,5
kultura,36278,2010,5
drugi,39672,2010,5
obshto,2405586,2010,6
selsko,72829,2010,6
dobiwna,25609,2010,6
prerabotwashta,519420,2010,6
energiq,31760,2010,6
woda,34139,2010,6
stroitelstwo,174370,2010,6
tyrgowiq,420279,2010,6
transport,142349,2010,6
hoteli,148947,2010,6
informaciq,64990,2010,6
finansi,57156,2010,6
imoti,27061,2010,6
nauka,76543,2010,6
administratiwni,106630,2010,6
dyrvawnouprawlenie,121100,2010,6
obrazowanie,167673,2010,6
zdraweopazwane,134806,2010,6
kultura,39225,2010,6
drugi,40700,2010,6
obshto,2423337,2010,7
selsko,74264,2010,7
dobiwna,25594,2010,7
prerabotwashta,523415,2010,7
energiq,31769,2010,7
woda,34262,2010,7
stroitelstwo,174694,2010,7
tyrgowiq,424385,2010,7
transport,142546,2010,7
hoteli,158785,2010,7
informaciq,65018,2010,7
finansi,57182,2010,7
imoti,27476,2010,7
nauka,77205,2010,7
administratiwni,109017,2010,7
dyrvawnouprawlenie,119022,2010,7
obrazowanie,164064,2010,7
zdraweopazwane,134440,2010,7
kultura,40215,2010,7
drugi,39984,2010,7
obshto,2406704,2010,8
selsko,73671,2010,8
dobiwna,25655,2010,8
prerabotwashta,523469,2010,8
energiq,31809,2010,8
woda,34245,2010,8
stroitelstwo,171931,2010,8
tyrgowiq,421990,2010,8
transport,142314,2010,8
hoteli,153901,2010,8
informaciq,64453,2010,8
finansi,57123,2010,8
imoti,27142,2010,8
nauka,76471,2010,8
administratiwni,109486,2010,8
dyrvawnouprawlenie,118422,2010,8
obrazowanie,162539,2010,8
zdraweopazwane,134056,2010,8
kultura,39493,2010,8
drugi,38534,2010,8
obshto,2362277,2010,9
selsko,72899,2010,9
dobiwna,25535,2010,9
prerabotwashta,519542,2010,9
energiq,31727,2010,9
woda,34113,2010,9
stroitelstwo,169526,2010,9
tyrgowiq,417497,2010,9
transport,141484,2010,9
hoteli,130675,2010,9
informaciq,64338,2010,9
finansi,56645,2010,9
imoti,25971,2010,9
nauka,75826,2010,9
administratiwni,107232,2010,9
dyrvawnouprawlenie,117659,2010,9
obrazowanie,167226,2010,9
zdraweopazwane,133423,2010,9
kultura,33340,2010,9
drugi,37619,2010,9
obshto,2377274,2010,10
selsko,73749,2010,10
dobiwna,25655,2010,10
prerabotwashta,528850,2010,10
energiq,31752,2010,10
woda,35666,2010,10
stroitelstwo,166296,2010,10
tyrgowiq,425165,2010,10
transport,141657,2010,10
hoteli,115879,2010,10
informaciq,67080,2010,10
finansi,57096,2010,10
imoti,25796,2010,10
nauka,76353,2010,10
administratiwni,116882,2010,10
dyrvawnouprawlenie,117827,2010,10
obrazowanie,168209,2010,10
zdraweopazwane,133473,2010,10
kultura,33015,2010,10
drugi,36874,2010,10
obshto,2360232,2010,11
selsko,69544,2010,11
dobiwna,25600,2010,11
prerabotwashta,525219,2010,11
energiq,31580,2010,11
woda,35718,2010,11
stroitelstwo,162433,2010,11
tyrgowiq,423818,2010,11
transport,140849,2010,11
hoteli,112553,2010,11
informaciq,67104,2010,11
finansi,57261,2010,11
imoti,25560,2010,11
nauka,75892,2010,11
administratiwni,117001,2010,11
dyrvawnouprawlenie,118093,2010,11
obrazowanie,168941,2010,11
zdraweopazwane,133846,2010,11
kultura,32881,2010,11
drugi,36339,2010,11
obshto,2326123,2010,12
selsko,63241,2010,12
dobiwna,25142,2010,12
prerabotwashta,513701,2010,12
energiq,31340,2010,12
woda,35680,2010,12
stroitelstwo,155199,2010,12
tyrgowiq,420493,2010,12
transport,139925,2010,12
hoteli,113100,2010,12
informaciq,66933,2010,12
finansi,57279,2010,12
imoti,25323,2010,12
nauka,73375,2010,12
administratiwni,116709,2010,12
dyrvawnouprawlenie,117633,2010,12
obrazowanie,167853,2010,12
zdraweopazwane,133632,2010,12
kultura,33288,2010,12
drugi,36277,2010,12
obshto,2342509,2011,1
selsko,65411,2011,1
dobiwna,24946,2011,1
prerabotwashta,521772,2011,1
energiq,31404,2011,1
woda,36064,2011,1
stroitelstwo,156061,2011,1
tyrgowiq,418744,2011,1
transport,142664,2011,1
hoteli,112076,2011,1
informaciq,65657,2011,1
finansi,59195,2011,1
imoti,26607,2011,1
nauka,75100,2011,1
administratiwni,117233,2011,1
dyrvawnouprawlenie,115587,2011,1
obrazowanie,167094,2011,1
zdraweopazwane,136180,2011,1
kultura,33322,2011,1
drugi,37392,2011,1
obshto,2340307,2011,2
selsko,66860,2011,2
dobiwna,25074,2011,2
prerabotwashta,522287,2011,2
energiq,31352,2011,2
woda,36132,2011,2
stroitelstwo,154475,2011,2
tyrgowiq,416620,2011,2
transport,142037,2011,2
hoteli,110934,2011,2
informaciq,66082,2011,2
finansi,59240,2011,2
imoti,26433,2011,2
nauka,74843,2011,2
administratiwni,117297,2011,2
dyrvawnouprawlenie,116105,2011,2
obrazowanie,167400,2011,2
zdraweopazwane,136135,2011,2
kultura,33437,2011,2
drugi,37564,2011,2
obshto,2342500,2011,3
selsko,70455,2011,3
dobiwna,25173,2011,3
prerabotwashta,520831,2011,3
energiq,31329,2011,3
woda,36284,2011,3
stroitelstwo,155668,2011,3
tyrgowiq,414965,2011,3
transport,141431,2011,3
hoteli,111028,2011,3
informaciq,65956,2011,3
finansi,59297,2011,3
imoti,26031,2011,3
nauka,74583,2011,3
administratiwni,119652,2011,3
dyrvawnouprawlenie,114513,2011,3
obrazowanie,167255,2011,3
zdraweopazwane,137115,2011,3
kultura,33293,2011,3
drugi,37641,2011,3
obshto,2349300,2011,4
selsko,72146,2011,4
dobiwna,25250,2011,4
prerabotwashta,518956,2011,4
energiq,31361,2011,4
woda,36635,2011,4
stroitelstwo,156085,2011,4
tyrgowiq,416567,2011,4
transport,139140,2011,4
hoteli,119640,2011,4
informaciq,67285,2011,4
finansi,59440,2011,4
imoti,26404,2011,4
nauka,74153,2011,4
administratiwni,114747,2011,4
dyrvawnouprawlenie,115289,2011,4
obrazowanie,167640,2011,4
zdraweopazwane,137427,2011,4
kultura,33144,2011,4
drugi,37991,2011,4
obshto,2370022,2011,5
selsko,73430,2011,5
dobiwna,25220,2011,5
prerabotwashta,519761,2011,5
energiq,31344,2011,5
woda,36805,2011,5
stroitelstwo,155496,2011,5
tyrgowiq,414355,2011,5
transport,141120,2011,5
hoteli,135826,2011,5
informaciq,67321,2011,5
finansi,59287,2011,5
imoti,27104,2011,5
nauka,73633,2011,5
administratiwni,117511,2011,5
dyrvawnouprawlenie,115702,2011,5
obrazowanie,166681,2011,5
zdraweopazwane,137323,2011,5
kultura,34021,2011,5
drugi,38082,2011,5
obshto,2389415,2011,6
selsko,74168,2011,6
dobiwna,25277,2011,6
prerabotwashta,520346,2011,6
energiq,31484,2011,6
woda,37056,2011,6
stroitelstwo,154426,2011,6
tyrgowiq,415070,2011,6
transport,143812,2011,6
hoteli,150758,2011,6
informaciq,67235,2011,6
finansi,59587,2011,6
imoti,27199,2011,6
nauka,73368,2011,6
administratiwni,119852,2011,6
dyrvawnouprawlenie,116015,2011,6
obrazowanie,164085,2011,6
zdraweopazwane,137601,2011,6
kultura,34066,2011,6
drugi,38010,2011,6
obshto,2397351,2011,7
selsko,75740,2011,7
dobiwna,25362,2011,7
prerabotwashta,522261,2011,7
energiq,31557,2011,7
woda,36895,2011,7
stroitelstwo,155216,2011,7
tyrgowiq,413349,2011,7
transport,145068,2011,7
hoteli,157930,2011,7
informaciq,67321,2011,7
finansi,58846,2011,7
imoti,27408,2011,7
nauka,73209,2011,7
administratiwni,120961,2011,7
dyrvawnouprawlenie,116415,2011,7
obrazowanie,159954,2011,7
zdraweopazwane,138233,2011,7
kultura,33654,2011,7
drugi,37972,2011,7
obshto,2386131,2011,8
selsko,74911,2011,8
dobiwna,25461,2011,8
prerabotwashta,521058,2011,8
energiq,31369,2011,8
woda,36707,2011,8
stroitelstwo,154458,2011,8
tyrgowiq,412167,2011,8
transport,144033,2011,8
hoteli,153303,2011,8
informaciq,67293,2011,8
finansi,58927,2011,8
imoti,27057,2011,8
nauka,72599,2011,8
administratiwni,121461,2011,8
dyrvawnouprawlenie,116580,2011,8
obrazowanie,158720,2011,8
zdraweopazwane,138165,2011,8
kultura,33920,2011,8
drugi,37942,2011,8
obshto,2358628,2011,9
selsko,76630,2011,9
dobiwna,25487,2011,9
prerabotwashta,516914,2011,9
energiq,31255,2011,9
woda,36815,2011,9
stroitelstwo,152732,2011,9
tyrgowiq,407370,2011,9
transport,142136,2011,9
hoteli,134248,2011,9
informaciq,67322,2011,9
finansi,58672,2011,9
imoti,25869,2011,9
nauka,72406,2011,9
administratiwni,120256,2011,9
dyrvawnouprawlenie,116735,2011,9
obrazowanie,165243,2011,9
zdraweopazwane,138267,2011,9
kultura,32777,2011,9
drugi,37494,2011,9
obshto,2324646,2011,10
selsko,74226,2011,10
dobiwna,25390,2011,10
prerabotwashta,513266,2011,10
energiq,30915,2011,10
woda,36502,2011,10
stroitelstwo,149872,2011,10
tyrgowiq,403938,2011,10
transport,139608,2011,10
hoteli,113727,2011,10
informaciq,67394,2011,10
finansi,58712,2011,10
imoti,25581,2011,10
nauka,71505,2011,10
administratiwni,122372,2011,10
dyrvawnouprawlenie,116742,2011,10
obrazowanie,166963,2011,10
zdraweopazwane,138630,2011,10
kultura,31794,2011,10
drugi,37509,2011,10
obshto,2305109,2011,11
selsko,68468,2011,11
dobiwna,25019,2011,11
prerabotwashta,508162,2011,11
energiq,30911,2011,11
woda,36231,2011,11
stroitelstwo,147616,2011,11
tyrgowiq,402096,2011,11
transport,138742,2011,11
hoteli,111554,2011,11
informaciq,67412,2011,11
finansi,58781,2011,11
imoti,25124,2011,11
nauka,71463,2011,11
administratiwni,122828,2011,11
dyrvawnouprawlenie,116772,2011,11
obrazowanie,167335,2011,11
zdraweopazwane,138603,2011,11
kultura,30994,2011,11
drugi,36998,2011,11
obshto,2276111,2011,12
selsko,64162,2011,12
dobiwna,24474,2011,12
prerabotwashta,500636,2011,12
energiq,30809,2011,12
woda,35879,2011,12
stroitelstwo,141130,2011,12
tyrgowiq,398003,2011,12
transport,136806,2011,12
hoteli,114103,2011,12
informaciq,67215,2011,12
finansi,58507,2011,12
imoti,24769,2011,12
nauka,71422,2011,12
administratiwni,120207,2011,12
dyrvawnouprawlenie,115723,2011,12
obrazowanie,166134,2011,12
zdraweopazwane,138024,2011,12
kultura,31150,2011,12
drugi,36958,2011,12
obshto,2302553,2012,1
selsko,63836,2012,1
dobiwna,24918,2012,1
prerabotwashta,508344,2012,1
energiq,31974,2012,1
woda,36732,2012,1
stroitelstwo,141573,2012,1
tyrgowiq,399460,2012,1
transport,138940,2012,1
hoteli,112664,2012,1
informaciq,70121,2012,1
finansi,59637,2012,1
imoti,25071,2012,1
nauka,74732,2012,1
administratiwni,122894,2012,1
dyrvawnouprawlenie,115811,2012,1
obrazowanie,168537,2012,1
zdraweopazwane,137107,2012,1
kultura,32318,2012,1
drugi,37884,2012,1
obshto,2287060,2012,2
selsko,63757,2012,2
dobiwna,24867,2012,2
prerabotwashta,503727,2012,2
energiq,31715,2012,2
woda,36544,2012,2
stroitelstwo,138653,2012,2
tyrgowiq,396746,2012,2
transport,138001,2012,2
hoteli,111323,2012,2
informaciq,70038,2012,2
finansi,58941,2012,2
imoti,24954,2012,2
nauka,74404,2012,2
administratiwni,121239,2012,2
dyrvawnouprawlenie,115821,2012,2
obrazowanie,168765,2012,2
zdraweopazwane,136947,2012,2
kultura,32614,2012,2
drugi,38004,2012,2
obshto,2285727,2012,3
selsko,67092,2012,3
dobiwna,24865,2012,3
prerabotwashta,501906,2012,3
energiq,31735,2012,3
woda,36742,2012,3
stroitelstwo,140055,2012,3
tyrgowiq,392603,2012,3
transport,137738,2012,3
hoteli,111808,2012,3
informaciq,69934,2012,3
finansi,58461,2012,3
imoti,24754,2012,3
nauka,74615,2012,3
administratiwni,121402,2012,3
dyrvawnouprawlenie,115943,2012,3
obrazowanie,168814,2012,3
zdraweopazwane,137073,2012,3
kultura,32555,2012,3
drugi,37632,2012,3
