"time","currency","unit","sizeclas","lcstruct","geo","nace_r1","values"
2008,"EUR","P_SAL_H","GE10","D01","BG","C.O",2.62
2008,"EUR","P_SAL_H","GE10","D02","BG","C.O",NA
2008,"EUR","P_SAL_H","GE10","D111","BG","C.O",2.13
2008,"EUR","P_SAL_H","GE10","D1111","BG","C.O",1.9
2008,"EUR","P_SAL_H","GE10","D112","BG","C.O",NA
2008,"EUR","P_SAL_M","GE10","D01","BG","C.O",383
2008,"EUR","P_SAL_M","GE10","D02","BG","C.O",NA
2008,"EUR","P_SAL_M","GE10","D111","BG","C.O",311
2008,"EUR","P_SAL_M","GE10","D1111","BG","C.O",277
2008,"EUR","P_SAL_M","GE10","D112","BG","C.O",NA
2008,"EUR","P_SAL_Y","GE10","D01","BG","C.O",4591
2008,"EUR","P_SAL_Y","GE10","D02","BG","C.O",NA
2008,"EUR","P_SAL_Y","GE10","D111","BG","C.O",3737
2008,"EUR","P_SAL_Y","GE10","D1111","BG","C.O",3324
2008,"EUR","P_SAL_Y","GE10","D112","BG","C.O",NA
2008,"EUR","TOTAL","GE10","D01","BG","C.O",9036657100
2008,"EUR","TOTAL","GE10","D02","BG","C.O",NA
2008,"EUR","TOTAL","GE10","D111","BG","C.O",7355737991
2008,"EUR","TOTAL","GE10","D1111","BG","C.O",6543645279
2008,"EUR","TOTAL","GE10","D112","BG","C.O",NA
2008,"NAC","P_SAL_H","GE10","D01","BG","C.O",5.12
2008,"NAC","P_SAL_H","GE10","D02","BG","C.O",NA
2008,"NAC","P_SAL_H","GE10","D111","BG","C.O",4.17
2008,"NAC","P_SAL_H","GE10","D1111","BG","C.O",3.71
2008,"NAC","P_SAL_H","GE10","D112","BG","C.O",NA
2008,"NAC","P_SAL_M","GE10","D01","BG","C.O",748
2008,"NAC","P_SAL_M","GE10","D02","BG","C.O",NA
2008,"NAC","P_SAL_M","GE10","D111","BG","C.O",609
2008,"NAC","P_SAL_M","GE10","D1111","BG","C.O",542
2008,"NAC","P_SAL_M","GE10","D112","BG","C.O",NA
2008,"NAC","P_SAL_Y","GE10","D01","BG","C.O",8979
2008,"NAC","P_SAL_Y","GE10","D02","BG","C.O",NA
2008,"NAC","P_SAL_Y","GE10","D111","BG","C.O",7309
2008,"NAC","P_SAL_Y","GE10","D1111","BG","C.O",6502
2008,"NAC","P_SAL_Y","GE10","D112","BG","C.O",NA
2008,"NAC","TOTAL","GE10","D01","BG","C.O",17673893956
2008,"NAC","TOTAL","GE10","D02","BG","C.O",NA
2008,"NAC","TOTAL","GE10","D111","BG","C.O",14386352362
2008,"NAC","TOTAL","GE10","D1111","BG","C.O",12798061436
2008,"NAC","TOTAL","GE10","D112","BG","C.O",NA
2008,"PPS","P_SAL_H","GE10","D01","BG","C.O",6.13
2008,"PPS","P_SAL_H","GE10","D02","BG","C.O",NA
2008,"PPS","P_SAL_H","GE10","D111","BG","C.O",4.99
2008,"PPS","P_SAL_H","GE10","D1111","BG","C.O",4.44
2008,"PPS","P_SAL_H","GE10","D112","BG","C.O",NA
2008,"PPS","P_SAL_M","GE10","D01","BG","C.O",895
2008,"PPS","P_SAL_M","GE10","D02","BG","C.O",NA
2008,"PPS","P_SAL_M","GE10","D111","BG","C.O",729
2008,"PPS","P_SAL_M","GE10","D1111","BG","C.O",648
2008,"PPS","P_SAL_M","GE10","D112","BG","C.O",NA
2008,"PPS","P_SAL_Y","GE10","D01","BG","C.O",10745
2008,"PPS","P_SAL_Y","GE10","D02","BG","C.O",NA
2008,"PPS","P_SAL_Y","GE10","D111","BG","C.O",8746
2008,"PPS","P_SAL_Y","GE10","D1111","BG","C.O",7781
2008,"PPS","P_SAL_Y","GE10","D112","BG","C.O",NA
2008,"PPS","TOTAL","GE10","D01","BG","C.O",21149800163
2008,"PPS","TOTAL","GE10","D02","BG","C.O",NA
2008,"PPS","TOTAL","GE10","D111","BG","C.O",17215701209
2008,"PPS","TOTAL","GE10","D1111","BG","C.O",15315042770
2008,"PPS","TOTAL","GE10","D112","BG","C.O",NA
2008,"EUR","P_SAL_H","GE10","D01","BG","C.O__L",2.56
2008,"EUR","P_SAL_H","GE10","D02","BG","C.O__L",NA
2008,"EUR","P_SAL_H","GE10","D111","BG","C.O__L",2.09
2008,"EUR","P_SAL_H","GE10","D1111","BG","C.O__L",1.86
2008,"EUR","P_SAL_H","GE10","D112","BG","C.O__L",NA
2008,"EUR","P_SAL_M","GE10","D01","BG","C.O__L",375
2008,"EUR","P_SAL_M","GE10","D02","BG","C.O__L",NA
2008,"EUR","P_SAL_M","GE10","D111","BG","C.O__L",306
2008,"EUR","P_SAL_M","GE10","D1111","BG","C.O__L",272
2008,"EUR","P_SAL_M","GE10","D112","BG","C.O__L",NA
2008,"EUR","P_SAL_Y","GE10","D01","BG","C.O__L",4495
2008,"EUR","P_SAL_Y","GE10","D02","BG","C.O__L",NA
2008,"EUR","P_SAL_Y","GE10","D111","BG","C.O__L",3670
2008,"EUR","P_SAL_Y","GE10","D1111","BG","C.O__L",3261
2008,"EUR","P_SAL_Y","GE10","D112","BG","C.O__L",NA
2008,"EUR","TOTAL","GE10","D01","BG","C.O__L",8283742573
2008,"EUR","TOTAL","GE10","D02","BG","C.O__L",NA
2008,"EUR","TOTAL","GE10","D111","BG","C.O__L",6762057490
2008,"EUR","TOTAL","GE10","D1111","BG","C.O__L",6008970382
2008,"EUR","TOTAL","GE10","D112","BG","C.O__L",NA
2008,"NAC","P_SAL_H","GE10","D01","BG","C.O__L",5.02
2008,"NAC","P_SAL_H","GE10","D02","BG","C.O__L",NA
2008,"NAC","P_SAL_H","GE10","D111","BG","C.O__L",4.09
2008,"NAC","P_SAL_H","GE10","D1111","BG","C.O__L",3.64
2008,"NAC","P_SAL_H","GE10","D112","BG","C.O__L",NA
2008,"NAC","P_SAL_M","GE10","D01","BG","C.O__L",733
2008,"NAC","P_SAL_M","GE10","D02","BG","C.O__L",NA
2008,"NAC","P_SAL_M","GE10","D111","BG","C.O__L",598
2008,"NAC","P_SAL_M","GE10","D1111","BG","C.O__L",531
2008,"NAC","P_SAL_M","GE10","D112","BG","C.O__L",NA
2008,"NAC","P_SAL_Y","GE10","D01","BG","C.O__L",8792
2008,"NAC","P_SAL_Y","GE10","D02","BG","C.O__L",NA
2008,"NAC","P_SAL_Y","GE10","D111","BG","C.O__L",7177
2008,"NAC","P_SAL_Y","GE10","D1111","BG","C.O__L",6378
2008,"NAC","P_SAL_Y","GE10","D112","BG","C.O__L",NA
2008,"NAC","TOTAL","GE10","D01","BG","C.O__L",16201343725
2008,"NAC","TOTAL","GE10","D02","BG","C.O__L",NA
2008,"NAC","TOTAL","GE10","D111","BG","C.O__L",13225232038
2008,"NAC","TOTAL","GE10","D1111","BG","C.O__L",11752344274
2008,"NAC","TOTAL","GE10","D112","BG","C.O__L",NA
2008,"PPS","P_SAL_H","GE10","D01","BG","C.O__L",6
2008,"PPS","P_SAL_H","GE10","D02","BG","C.O__L",NA
2008,"PPS","P_SAL_H","GE10","D111","BG","C.O__L",4.9
2008,"PPS","P_SAL_H","GE10","D1111","BG","C.O__L",4.35
2008,"PPS","P_SAL_H","GE10","D112","BG","C.O__L",NA
2008,"PPS","P_SAL_M","GE10","D01","BG","C.O__L",877
2008,"PPS","P_SAL_M","GE10","D02","BG","C.O__L",NA
2008,"PPS","P_SAL_M","GE10","D111","BG","C.O__L",716
2008,"PPS","P_SAL_M","GE10","D1111","BG","C.O__L",636
2008,"PPS","P_SAL_M","GE10","D112","BG","C.O__L",NA
2008,"PPS","P_SAL_Y","GE10","D01","BG","C.O__L",10521
2008,"PPS","P_SAL_Y","GE10","D02","BG","C.O__L",NA
2008,"PPS","P_SAL_Y","GE10","D111","BG","C.O__L",8588
2008,"PPS","P_SAL_Y","GE10","D1111","BG","C.O__L",7632
2008,"PPS","P_SAL_Y","GE10","D112","BG","C.O__L",NA
2008,"PPS","TOTAL","GE10","D01","BG","C.O__L",19387645021
2008,"PPS","TOTAL","GE10","D02","BG","C.O__L",NA
2008,"PPS","TOTAL","GE10","D111","BG","C.O__L",15826224567
2008,"PPS","TOTAL","GE10","D1111","BG","C.O__L",14063665509
2008,"PPS","TOTAL","GE10","D112","BG","C.O__L",NA
2008,"EUR","P_SAL_H","GE10","D01","BG","C.K",2.57
2008,"EUR","P_SAL_H","GE10","D02","BG","C.K",NA
2008,"EUR","P_SAL_H","GE10","D111","BG","C.K",2.1
2008,"EUR","P_SAL_H","GE10","D1111","BG","C.K",1.87
2008,"EUR","P_SAL_H","GE10","D112","BG","C.K",NA
2008,"EUR","P_SAL_M","GE10","D01","BG","C.K",379
2008,"EUR","P_SAL_M","GE10","D02","BG","C.K",NA
2008,"EUR","P_SAL_M","GE10","D111","BG","C.K",310
2008,"EUR","P_SAL_M","GE10","D1111","BG","C.K",276
2008,"EUR","P_SAL_M","GE10","D112","BG","C.K",NA
2008,"EUR","P_SAL_Y","GE10","D01","BG","C.K",4552
2008,"EUR","P_SAL_Y","GE10","D02","BG","C.K",NA
2008,"EUR","P_SAL_Y","GE10","D111","BG","C.K",3716
2008,"EUR","P_SAL_Y","GE10","D1111","BG","C.K",3318
2008,"EUR","P_SAL_Y","GE10","D112","BG","C.K",NA
2008,"EUR","TOTAL","GE10","D01","BG","C.K",6753189930
2008,"EUR","TOTAL","GE10","D02","BG","C.K",NA
2008,"EUR","TOTAL","GE10","D111","BG","C.K",5512847633
2008,"EUR","TOTAL","GE10","D1111","BG","C.K",4921724729
2008,"EUR","TOTAL","GE10","D112","BG","C.K",NA
2008,"NAC","P_SAL_H","GE10","D01","BG","C.K",5.03
2008,"NAC","P_SAL_H","GE10","D02","BG","C.K",NA
2008,"NAC","P_SAL_H","GE10","D111","BG","C.K",4.1
2008,"NAC","P_SAL_H","GE10","D1111","BG","C.K",3.66
2008,"NAC","P_SAL_H","GE10","D112","BG","C.K",NA
2008,"NAC","P_SAL_M","GE10","D01","BG","C.K",742
2008,"NAC","P_SAL_M","GE10","D02","BG","C.K",NA
2008,"NAC","P_SAL_M","GE10","D111","BG","C.K",606
2008,"NAC","P_SAL_M","GE10","D1111","BG","C.K",541
2008,"NAC","P_SAL_M","GE10","D112","BG","C.K",NA
2008,"NAC","P_SAL_Y","GE10","D01","BG","C.K",8903
2008,"NAC","P_SAL_Y","GE10","D02","BG","C.K",NA
2008,"NAC","P_SAL_Y","GE10","D111","BG","C.K",7268
2008,"NAC","P_SAL_Y","GE10","D1111","BG","C.K",6489
2008,"NAC","P_SAL_Y","GE10","D112","BG","C.K",NA
2008,"NAC","TOTAL","GE10","D01","BG","C.K",13207888866
2008,"NAC","TOTAL","GE10","D02","BG","C.K",NA
2008,"NAC","TOTAL","GE10","D111","BG","C.K",10782027401
2008,"NAC","TOTAL","GE10","D1111","BG","C.K",9625909225
2008,"NAC","TOTAL","GE10","D112","BG","C.K",NA
2008,"PPS","P_SAL_H","GE10","D01","BG","C.K",6.02
2008,"PPS","P_SAL_H","GE10","D02","BG","C.K",NA
2008,"PPS","P_SAL_H","GE10","D111","BG","C.K",4.91
2008,"PPS","P_SAL_H","GE10","D1111","BG","C.K",4.39
2008,"PPS","P_SAL_H","GE10","D112","BG","C.K",NA
2008,"PPS","P_SAL_M","GE10","D01","BG","C.K",888
2008,"PPS","P_SAL_M","GE10","D02","BG","C.K",NA
2008,"PPS","P_SAL_M","GE10","D111","BG","C.K",725
2008,"PPS","P_SAL_M","GE10","D1111","BG","C.K",647
2008,"PPS","P_SAL_M","GE10","D112","BG","C.K",NA
2008,"PPS","P_SAL_Y","GE10","D01","BG","C.K",10654
2008,"PPS","P_SAL_Y","GE10","D02","BG","C.K",NA
2008,"PPS","P_SAL_Y","GE10","D111","BG","C.K",8697
2008,"PPS","P_SAL_Y","GE10","D1111","BG","C.K",7765
2008,"PPS","P_SAL_Y","GE10","D112","BG","C.K",NA
2008,"PPS","TOTAL","GE10","D01","BG","C.K",15805470531
2008,"PPS","TOTAL","GE10","D02","BG","C.K",NA
2008,"PPS","TOTAL","GE10","D111","BG","C.K",12902517434
2008,"PPS","TOTAL","GE10","D1111","BG","C.K",11519026707
2008,"PPS","TOTAL","GE10","D112","BG","C.K",NA
2008,"EUR","P_SAL_H","GE10","D01","BG","C.F",2.41
2008,"EUR","P_SAL_H","GE10","D02","BG","C.F",NA
2008,"EUR","P_SAL_H","GE10","D111","BG","C.F",1.93
2008,"EUR","P_SAL_H","GE10","D1111","BG","C.F",1.71
2008,"EUR","P_SAL_H","GE10","D112","BG","C.F",NA
2008,"EUR","P_SAL_M","GE10","D01","BG","C.F",352
2008,"EUR","P_SAL_M","GE10","D02","BG","C.F",NA
2008,"EUR","P_SAL_M","GE10","D111","BG","C.F",282
2008,"EUR","P_SAL_M","GE10","D1111","BG","C.F",249
2008,"EUR","P_SAL_M","GE10","D112","BG","C.F",NA
2008,"EUR","P_SAL_Y","GE10","D01","BG","C.F",4222
2008,"EUR","P_SAL_Y","GE10","D02","BG","C.F",NA
2008,"EUR","P_SAL_Y","GE10","D111","BG","C.F",3383
2008,"EUR","P_SAL_Y","GE10","D1111","BG","C.F",2994
2008,"EUR","P_SAL_Y","GE10","D112","BG","C.F",NA
2008,"EUR","TOTAL","GE10","D01","BG","C.F",3555751488
2008,"EUR","TOTAL","GE10","D02","BG","C.F",NA
2008,"EUR","TOTAL","GE10","D111","BG","C.F",2848777444
2008,"EUR","TOTAL","GE10","D1111","BG","C.F",2521060926
2008,"EUR","TOTAL","GE10","D112","BG","C.F",NA
2008,"NAC","P_SAL_H","GE10","D01","BG","C.F",4.72
2008,"NAC","P_SAL_H","GE10","D02","BG","C.F",NA
2008,"NAC","P_SAL_H","GE10","D111","BG","C.F",3.78
2008,"NAC","P_SAL_H","GE10","D1111","BG","C.F",3.34
2008,"NAC","P_SAL_H","GE10","D112","BG","C.F",NA
2008,"NAC","P_SAL_M","GE10","D01","BG","C.F",688
2008,"NAC","P_SAL_M","GE10","D02","BG","C.F",NA
2008,"NAC","P_SAL_M","GE10","D111","BG","C.F",551
2008,"NAC","P_SAL_M","GE10","D1111","BG","C.F",488
2008,"NAC","P_SAL_M","GE10","D112","BG","C.F",NA
2008,"NAC","P_SAL_Y","GE10","D01","BG","C.F",8258
2008,"NAC","P_SAL_Y","GE10","D02","BG","C.F",NA
2008,"NAC","P_SAL_Y","GE10","D111","BG","C.F",6616
2008,"NAC","P_SAL_Y","GE10","D1111","BG","C.F",5855
2008,"NAC","P_SAL_Y","GE10","D112","BG","C.F",NA
2008,"NAC","TOTAL","GE10","D01","BG","C.F",6954338761
2008,"NAC","TOTAL","GE10","D02","BG","C.F",NA
2008,"NAC","TOTAL","GE10","D111","BG","C.F",5571638924
2008,"NAC","TOTAL","GE10","D1111","BG","C.F",4930690960
2008,"NAC","TOTAL","GE10","D112","BG","C.F",NA
2008,"PPS","P_SAL_H","GE10","D01","BG","C.F",5.65
2008,"PPS","P_SAL_H","GE10","D02","BG","C.F",NA
2008,"PPS","P_SAL_H","GE10","D111","BG","C.F",4.52
2008,"PPS","P_SAL_H","GE10","D1111","BG","C.F",4
2008,"PPS","P_SAL_H","GE10","D112","BG","C.F",NA
2008,"PPS","P_SAL_M","GE10","D01","BG","C.F",823
2008,"PPS","P_SAL_M","GE10","D02","BG","C.F",NA
2008,"PPS","P_SAL_M","GE10","D111","BG","C.F",660
2008,"PPS","P_SAL_M","GE10","D1111","BG","C.F",584
2008,"PPS","P_SAL_M","GE10","D112","BG","C.F",NA
2008,"PPS","P_SAL_Y","GE10","D01","BG","C.F",9882
2008,"PPS","P_SAL_Y","GE10","D02","BG","C.F",NA
2008,"PPS","P_SAL_Y","GE10","D111","BG","C.F",7917
2008,"PPS","P_SAL_Y","GE10","D1111","BG","C.F",7006
2008,"PPS","P_SAL_Y","GE10","D112","BG","C.F",NA
2008,"PPS","TOTAL","GE10","D01","BG","C.F",8322041279
2008,"PPS","TOTAL","GE10","D02","BG","C.F",NA
2008,"PPS","TOTAL","GE10","D111","BG","C.F",6667407314
2008,"PPS","TOTAL","GE10","D1111","BG","C.F",5900404785
2008,"PPS","TOTAL","GE10","D112","BG","C.F",NA
2008,"EUR","P_SAL_H","GE10","D01","BG","C.E",2.54
2008,"EUR","P_SAL_H","GE10","D02","BG","C.E",NA
2008,"EUR","P_SAL_H","GE10","D111","BG","C.E",2.03
2008,"EUR","P_SAL_H","GE10","D1111","BG","C.E",1.77
2008,"EUR","P_SAL_H","GE10","D112","BG","C.E",NA
2008,"EUR","P_SAL_M","GE10","D01","BG","C.E",368
2008,"EUR","P_SAL_M","GE10","D02","BG","C.E",NA
2008,"EUR","P_SAL_M","GE10","D111","BG","C.E",293
2008,"EUR","P_SAL_M","GE10","D1111","BG","C.E",256
2008,"EUR","P_SAL_M","GE10","D112","BG","C.E",NA
2008,"EUR","P_SAL_Y","GE10","D01","BG","C.E",4416
2008,"EUR","P_SAL_Y","GE10","D02","BG","C.E",NA
2008,"EUR","P_SAL_Y","GE10","D111","BG","C.E",3518
2008,"EUR","P_SAL_Y","GE10","D1111","BG","C.E",3069
2008,"EUR","P_SAL_Y","GE10","D112","BG","C.E",NA
2008,"EUR","TOTAL","GE10","D01","BG","C.E",2825121252
2008,"EUR","TOTAL","GE10","D02","BG","C.E",NA
2008,"EUR","TOTAL","GE10","D111","BG","C.E",2250198085
2008,"EUR","TOTAL","GE10","D1111","BG","C.E",1963139377
2008,"EUR","TOTAL","GE10","D112","BG","C.E",NA
2008,"NAC","P_SAL_H","GE10","D01","BG","C.E",4.97
2008,"NAC","P_SAL_H","GE10","D02","BG","C.E",NA
2008,"NAC","P_SAL_H","GE10","D111","BG","C.E",3.96
2008,"NAC","P_SAL_H","GE10","D1111","BG","C.E",3.46
2008,"NAC","P_SAL_H","GE10","D112","BG","C.E",NA
2008,"NAC","P_SAL_M","GE10","D01","BG","C.E",720
2008,"NAC","P_SAL_M","GE10","D02","BG","C.E",NA
2008,"NAC","P_SAL_M","GE10","D111","BG","C.E",573
2008,"NAC","P_SAL_M","GE10","D1111","BG","C.E",500
2008,"NAC","P_SAL_M","GE10","D112","BG","C.E",NA
2008,"NAC","P_SAL_Y","GE10","D01","BG","C.E",8637
2008,"NAC","P_SAL_Y","GE10","D02","BG","C.E",NA
2008,"NAC","P_SAL_Y","GE10","D111","BG","C.E",6880
2008,"NAC","P_SAL_Y","GE10","D1111","BG","C.E",6002
2008,"NAC","P_SAL_Y","GE10","D112","BG","C.E",NA
2008,"NAC","TOTAL","GE10","D01","BG","C.E",5525372144
2008,"NAC","TOTAL","GE10","D02","BG","C.E",NA
2008,"NAC","TOTAL","GE10","D111","BG","C.E",4400937414
2008,"NAC","TOTAL","GE10","D1111","BG","C.E",3839507994
2008,"NAC","TOTAL","GE10","D112","BG","C.E",NA
2008,"PPS","P_SAL_H","GE10","D01","BG","C.E",5.95
2008,"PPS","P_SAL_H","GE10","D02","BG","C.E",NA
2008,"PPS","P_SAL_H","GE10","D111","BG","C.E",4.74
2008,"PPS","P_SAL_H","GE10","D1111","BG","C.E",4.14
2008,"PPS","P_SAL_H","GE10","D112","BG","C.E",NA
2008,"PPS","P_SAL_M","GE10","D01","BG","C.E",861
2008,"PPS","P_SAL_M","GE10","D02","BG","C.E",NA
2008,"PPS","P_SAL_M","GE10","D111","BG","C.E",686
2008,"PPS","P_SAL_M","GE10","D1111","BG","C.E",599
2008,"PPS","P_SAL_M","GE10","D112","BG","C.E",NA
2008,"PPS","P_SAL_Y","GE10","D01","BG","C.E",10336
2008,"PPS","P_SAL_Y","GE10","D02","BG","C.E",NA
2008,"PPS","P_SAL_Y","GE10","D111","BG","C.E",8233
2008,"PPS","P_SAL_Y","GE10","D1111","BG","C.E",7182
2008,"PPS","P_SAL_Y","GE10","D112","BG","C.E",NA
2008,"PPS","TOTAL","GE10","D01","BG","C.E",6612041295
2008,"PPS","TOTAL","GE10","D02","BG","C.E",NA
2008,"PPS","TOTAL","GE10","D111","BG","C.E",5266465164
2008,"PPS","TOTAL","GE10","D1111","BG","C.E",4594620009
2008,"PPS","TOTAL","GE10","D112","BG","C.E",NA
2008,"EUR","P_SAL_H","GE10","D01","BG","C",4.48
2008,"EUR","P_SAL_H","GE10","D02","BG","C",NA
2008,"EUR","P_SAL_H","GE10","D111","BG","C",3.29
2008,"EUR","P_SAL_H","GE10","D1111","BG","C",2.79
2008,"EUR","P_SAL_H","GE10","D112","BG","C",NA
2008,"EUR","P_SAL_M","GE10","D01","BG","C",637
2008,"EUR","P_SAL_M","GE10","D02","BG","C",NA
2008,"EUR","P_SAL_M","GE10","D111","BG","C",467
2008,"EUR","P_SAL_M","GE10","D1111","BG","C",396
2008,"EUR","P_SAL_M","GE10","D112","BG","C",NA
2008,"EUR","P_SAL_Y","GE10","D01","BG","C",7639
2008,"EUR","P_SAL_Y","GE10","D02","BG","C",NA
2008,"EUR","P_SAL_Y","GE10","D111","BG","C",5604
2008,"EUR","P_SAL_Y","GE10","D1111","BG","C",4752
2008,"EUR","P_SAL_Y","GE10","D112","BG","C",NA
2008,"EUR","TOTAL","GE10","D01","BG","C",221846123
2008,"EUR","TOTAL","GE10","D02","BG","C",NA
2008,"EUR","TOTAL","GE10","D111","BG","C",162758269
2008,"EUR","TOTAL","GE10","D1111","BG","C",138016731
2008,"EUR","TOTAL","GE10","D112","BG","C",NA
2008,"NAC","P_SAL_H","GE10","D01","BG","C",8.77
2008,"NAC","P_SAL_H","GE10","D02","BG","C",NA
2008,"NAC","P_SAL_H","GE10","D111","BG","C",6.43
2008,"NAC","P_SAL_H","GE10","D1111","BG","C",5.45
2008,"NAC","P_SAL_H","GE10","D112","BG","C",NA
2008,"NAC","P_SAL_M","GE10","D01","BG","C",1245
2008,"NAC","P_SAL_M","GE10","D02","BG","C",NA
2008,"NAC","P_SAL_M","GE10","D111","BG","C",913
2008,"NAC","P_SAL_M","GE10","D1111","BG","C",775
2008,"NAC","P_SAL_M","GE10","D112","BG","C",NA
2008,"NAC","P_SAL_Y","GE10","D01","BG","C",14940
2008,"NAC","P_SAL_Y","GE10","D02","BG","C",NA
2008,"NAC","P_SAL_Y","GE10","D111","BG","C",10961
2008,"NAC","P_SAL_Y","GE10","D1111","BG","C",9295
2008,"NAC","P_SAL_Y","GE10","D112","BG","C",NA
2008,"NAC","TOTAL","GE10","D01","BG","C",433886647
2008,"NAC","TOTAL","GE10","D02","BG","C",NA
2008,"NAC","TOTAL","GE10","D111","BG","C",318322622
2008,"NAC","TOTAL","GE10","D1111","BG","C",269933122
2008,"NAC","TOTAL","GE10","D112","BG","C",NA
2008,"PPS","P_SAL_H","GE10","D01","BG","C",10.49
2008,"PPS","P_SAL_H","GE10","D02","BG","C",NA
2008,"PPS","P_SAL_H","GE10","D111","BG","C",7.7
2008,"PPS","P_SAL_H","GE10","D1111","BG","C",6.53
2008,"PPS","P_SAL_H","GE10","D112","BG","C",NA
2008,"PPS","P_SAL_M","GE10","D01","BG","C",1490
2008,"PPS","P_SAL_M","GE10","D02","BG","C",NA
2008,"PPS","P_SAL_M","GE10","D111","BG","C",1093
2008,"PPS","P_SAL_M","GE10","D1111","BG","C",927
2008,"PPS","P_SAL_M","GE10","D112","BG","C",NA
2008,"PPS","P_SAL_Y","GE10","D01","BG","C",17878
2008,"PPS","P_SAL_Y","GE10","D02","BG","C",NA
2008,"PPS","P_SAL_Y","GE10","D111","BG","C",13116
2008,"PPS","P_SAL_Y","GE10","D1111","BG","C",11123
2008,"PPS","P_SAL_Y","GE10","D112","BG","C",NA
2008,"PPS","TOTAL","GE10","D01","BG","C",519218679
2008,"PPS","TOTAL","GE10","D02","BG","C",NA
2008,"PPS","TOTAL","GE10","D111","BG","C",380926799
2008,"PPS","TOTAL","GE10","D1111","BG","C",323020586
2008,"PPS","TOTAL","GE10","D112","BG","C",NA
2008,"EUR","P_SAL_H","GE10","D01","BG","CA10",NA
2008,"EUR","P_SAL_H","GE10","D02","BG","CA10",NA
2008,"EUR","P_SAL_H","GE10","D111","BG","CA10",NA
2008,"EUR","P_SAL_H","GE10","D1111","BG","CA10",NA
2008,"EUR","P_SAL_H","GE10","D112","BG","CA10",NA
2008,"EUR","P_SAL_M","GE10","D01","BG","CA10",NA
2008,"EUR","P_SAL_M","GE10","D02","BG","CA10",NA
2008,"EUR","P_SAL_M","GE10","D111","BG","CA10",NA
2008,"EUR","P_SAL_M","GE10","D1111","BG","CA10",NA
2008,"EUR","P_SAL_M","GE10","D112","BG","CA10",NA
2008,"EUR","P_SAL_Y","GE10","D01","BG","CA10",NA
2008,"EUR","P_SAL_Y","GE10","D02","BG","CA10",NA
2008,"EUR","P_SAL_Y","GE10","D111","BG","CA10",NA
2008,"EUR","P_SAL_Y","GE10","D1111","BG","CA10",NA
2008,"EUR","P_SAL_Y","GE10","D112","BG","CA10",NA
2008,"EUR","TOTAL","GE10","D01","BG","CA10",NA
2008,"EUR","TOTAL","GE10","D02","BG","CA10",NA
2008,"EUR","TOTAL","GE10","D111","BG","CA10",NA
2008,"EUR","TOTAL","GE10","D1111","BG","CA10",NA
2008,"EUR","TOTAL","GE10","D112","BG","CA10",NA
2008,"NAC","P_SAL_H","GE10","D01","BG","CA10",NA
2008,"NAC","P_SAL_H","GE10","D02","BG","CA10",NA
2008,"NAC","P_SAL_H","GE10","D111","BG","CA10",NA
2008,"NAC","P_SAL_H","GE10","D1111","BG","CA10",NA
2008,"NAC","P_SAL_H","GE10","D112","BG","CA10",NA
2008,"NAC","P_SAL_M","GE10","D01","BG","CA10",NA
2008,"NAC","P_SAL_M","GE10","D02","BG","CA10",NA
2008,"NAC","P_SAL_M","GE10","D111","BG","CA10",NA
2008,"NAC","P_SAL_M","GE10","D1111","BG","CA10",NA
2008,"NAC","P_SAL_M","GE10","D112","BG","CA10",NA
2008,"NAC","P_SAL_Y","GE10","D01","BG","CA10",NA
2008,"NAC","P_SAL_Y","GE10","D02","BG","CA10",NA
2008,"NAC","P_SAL_Y","GE10","D111","BG","CA10",NA
2008,"NAC","P_SAL_Y","GE10","D1111","BG","CA10",NA
2008,"NAC","P_SAL_Y","GE10","D112","BG","CA10",NA
2008,"NAC","TOTAL","GE10","D01","BG","CA10",NA
2008,"NAC","TOTAL","GE10","D02","BG","CA10",NA
2008,"NAC","TOTAL","GE10","D111","BG","CA10",NA
2008,"NAC","TOTAL","GE10","D1111","BG","CA10",NA
2008,"NAC","TOTAL","GE10","D112","BG","CA10",NA
2008,"PPS","P_SAL_H","GE10","D01","BG","CA10",NA
2008,"PPS","P_SAL_H","GE10","D02","BG","CA10",NA
2008,"PPS","P_SAL_H","GE10","D111","BG","CA10",NA
2008,"PPS","P_SAL_H","GE10","D1111","BG","CA10",NA
2008,"PPS","P_SAL_H","GE10","D112","BG","CA10",NA
2008,"PPS","P_SAL_M","GE10","D01","BG","CA10",NA
2008,"PPS","P_SAL_M","GE10","D02","BG","CA10",NA
2008,"PPS","P_SAL_M","GE10","D111","BG","CA10",NA
2008,"PPS","P_SAL_M","GE10","D1111","BG","CA10",NA
2008,"PPS","P_SAL_M","GE10","D112","BG","CA10",NA
2008,"PPS","P_SAL_Y","GE10","D01","BG","CA10",NA
2008,"PPS","P_SAL_Y","GE10","D02","BG","CA10",NA
2008,"PPS","P_SAL_Y","GE10","D111","BG","CA10",NA
2008,"PPS","P_SAL_Y","GE10","D1111","BG","CA10",NA
2008,"PPS","P_SAL_Y","GE10","D112","BG","CA10",NA
2008,"PPS","TOTAL","GE10","D01","BG","CA10",NA
2008,"PPS","TOTAL","GE10","D02","BG","CA10",NA
2008,"PPS","TOTAL","GE10","D111","BG","CA10",NA
2008,"PPS","TOTAL","GE10","D1111","BG","CA10",NA
2008,"PPS","TOTAL","GE10","D112","BG","CA10",NA
